Date,Open,High,Low,Close,Volume,Change
2014_1_29_,19.533,19.962,19.485,19.69,-,1.06%
2014_1_28_,19.755,19.755,19.755,19.483,-,-1.46%
2014_1_27_,19.8,19.8,19.555,19.771,0.01K,-1.24%
2014_1_26_,19.935,20.078,19.915,20.02,-,1.40%
2014_1_24_,20.16,20.16,20.11,19.743,-,-1.22%
2014_1_23_,19.92,20.08,19.92,19.986,0.03K,1.07%
2014_1_22_,19.905,19.938,19.748,19.775,-,-0.32%
2014_1_21_,20.3,20.31,19.83,19.838,0.08K,-2.37%
2014_1_20_,20.335,20.398,20.278,20.32,-,-0.06%
2014_1_19_,20.285,20.423,20.285,20.333,-,0.33%
2014_1_17_,20.09,20.285,20.09,20.267,0.48K,1.21%
2014_1_16_,20.125,20.14,20.035,20.025,0.04K,-0.39%
2014_1_15_,20.195,20.195,20.01,20.103,0.03K,-0.73%
2014_1_14_,20.31,20.53,20.2,20.251,0.02K,-0.54%
2014_1_13_,20.3,20.405,20.3,20.361,0.04K,0.70%
2014_1_12_,20.175,20.263,20.173,20.22,-,0.09%
2014_1_10_,20.095,20.1,20.075,20.201,0.01K,2.74%
2014_1_9_,19.445,19.555,19.44,19.663,0.01K,0.74%
2014_1_8_,19.72,19.735,19.37,19.518,0.03K,-1.25%
2014_1_7_,20.25,20.25,19.67,19.765,0.03K,-1.55%
2014_1_6_,20.24,20.24,20.09,20.077,0.02K,-0.20%
2014_1_5_,20.16,20.185,20.11,20.118,-,-0.32%
2014_1_3_,20.09,20.09,20.09,20.182,0.02K,0.42%
2014_1_2_,20.31,20.32,20.02,20.098,0.05K,2.88%
2014_1_1_,19.438,19.545,19.435,19.535,-,1.01%
2013_12_31_,18.95,18.95,18.935,19.339,0.16K,-1.24%
2013_12_30_,19.835,19.835,19.61,19.581,0.08K,-2.73%
2013_12_29_,20.087,20.178,20.083,20.13,-,0.58%
2013_12_27_,19.995,20,19.955,20.013,0.03K,0.64%
2013_12_26_,19.82,19.93,19.82,19.885,0.07K,2.22%
2013_12_24_,19.35,19.41,19.35,19.453,0.04K,0.39%
2013_12_23_,19.43,19.44,19.39,19.378,0.02K,-0.22%
2013_12_22_,19.405,19.438,19.398,19.42,-,0.01%
2013_12_20_,19.1,19.37,19.1,19.418,0.04K,1.44%
2013_12_19_,19.8,19.83,19.47,19.143,0.05K,-4.35%
2013_12_18_,19.9,20.175,19.74,20.014,0.05K,1.12%
2013_12_17_,19.84,19.84,19.8,19.792,0.08K,-1.28%
2013_12_16_,19.5,20.2,19.455,20.049,0.04K,2.21%
2013_12_15_,19.648,19.678,19.612,19.615,-,0.29%
2013_12_13_,19.46,19.63,19.415,19.559,0.14K,0.81%
2013_12_12_,20.27,20.27,19.405,19.402,0.08K,-4.41%
2013_12_11_,20.245,20.4,20.23,20.298,0.12K,0.21%
2013_12_10_,19.755,20.315,19.72,20.256,0.25K,3.12%
2013_12_9_,19.465,19.89,19.46,19.644,0.09K,0.52%
2013_12_8_,19.555,19.612,19.543,19.543,-,0.40%
2013_12_6_,19.38,19.59,19.15,19.465,0.46K,-0.25%
2013_12_5_,19.605,19.61,19.235,19.514,0.40K,-1.31%
2013_12_4_,19.04,19.805,18.845,19.774,0.59K,4.01%
2013_12_3_,19.15,19.255,18.98,19.011,0.58K,-1.15%
2013_12_2_,19.91,19.91,19.06,19.233,1.58K,-3.52%
2013_12_1_,19.988,19.988,19.923,19.935,-,-0.23%
2013_11_29_,19.66,20.05,19.6,19.981,3.18K,1.17%
2013_11_28_,19.703,19.807,19.653,19.75,-,0.60%
2013_11_27_,19.815,20.08,19.585,19.633,25.51K,-1.07%
2013_11_26_,19.93,19.93,19.93,19.846,-,-2.07%
2013_11_25_,19.738,20.345,19.615,20.265,-,2.64%
2013_11_24_,19.833,19.918,19.743,19.743,-,-0.49%
2013_11_22_,19.985,20.043,19.815,19.84,-,-0.74%
2013_11_21_,19.898,20.043,19.712,19.987,-,-0.31%
2013_11_20_,20.135,20.135,20.135,20.05,0.01K,-1.36%
2013_11_19_,20.28,20.315,20.255,20.326,0.01K,-0.11%
2013_11_18_,20.4,20.4,20.4,20.349,-,-1.98%
2013_11_17_,20.767,20.795,20.76,20.76,-,-0.13%
2013_11_15_,20.733,20.822,20.553,20.788,-,0.37%
2013_11_14_,20.76,20.76,20.75,20.712,0.01K,1.37%
2013_11_13_,20.65,20.65,20.475,20.432,0.01K,-1.62%
2013_11_12_,20.65,20.65,20.65,20.768,-,-2.63%
2013_11_11_,21.398,21.445,21.233,21.33,-,-0.33%
2013_11_10_,21.438,21.438,21.388,21.4,-,0.44%
2013_11_8_,21.32,21.37,21.32,21.307,0.02K,-1.53%
2013_11_7_,21.765,21.765,21.38,21.639,0.03K,-0.49%
2013_11_6_,21.77,21.78,21.77,21.746,0.02K,0.61%
2013_11_5_,21.67,21.67,21.67,21.614,-,-0.30%
2013_11_4_,21.64,21.785,21.6,21.678,0.01K,-0.78%
2013_11_3_,21.837,21.88,21.828,21.848,-,0.20%
2013_11_1_,21.87,21.88,21.795,21.804,0.02K,-0.13%
2013_10_31_,22.32,22.355,21.975,21.832,0.02K,-4.85%
2013_10_30_,22.48,23,22.48,22.946,0.03K,2.20%
2013_10_29_,22.33,22.555,22.33,22.452,0.01K,-0.20%
2013_10_28_,22.535,22.535,22.455,22.498,0.02K,-0.21%
2013_10_27_,22.638,22.638,22.54,22.545,-,-0.26%
2013_10_25_,22.4,22.42,22.4,22.603,0.01K,-0.80%
2013_10_24_,22.66,22.815,22.66,22.786,0.02K,0.90%
2013_10_23_,22.545,22.545,22.545,22.582,0.01K,-0.76%
2013_10_22_,22.55,22.55,22.475,22.754,0.01K,2.34%
2013_10_21_,22.22,22.225,22.185,22.233,0.01K,1.34%
2013_10_20_,21.908,22.008,21.853,21.938,-,0.05%
2013_10_18_,21.825,22.04,21.737,21.928,-,0.11%
2013_10_17_,21.88,22.08,21.88,21.903,-,2.65%
2013_10_16_,21.18,21.432,21.13,21.337,-,0.90%
2013_10_15_,20.72,21.18,20.675,21.146,0.01K,-0.77%
2013_10_14_,21.5,21.55,21.5,21.31,0.02K,-0.09%
2013_10_13_,21.443,21.47,21.313,21.33,-,0.54%
2013_10_11_,21.5,21.55,21.195,21.215,0.02K,-2.91%
2013_10_10_,21.95,21.95,21.82,21.85,0.03K,0.02%
2013_10_9_,21.845,21.9,21.845,21.846,0.01K,-2.46%
2013_10_8_,22.23,22.37,22.23,22.397,0.01K,0.26%
2013_10_7_,21.71,21.915,21.71,22.339,0.01K,2.41%
2013_10_6_,21.775,21.89,21.775,21.813,-,0.50%
2013_10_4_,21.65,21.8,21.65,21.705,0.06K,-0.16%
2013_10_3_,21.69,21.69,21.43,21.739,0.03K,-0.49%
2013_10_2_,21.145,21.85,21.09,21.846,0.07K,3.42%
2013_10_1_,21.665,21.685,20.795,21.124,0.07K,-2.46%
2013_9_30_,21.7,21.795,21.645,21.656,0.12K,-0.82%
2013_9_29_,21.9,22.1,21.718,21.835,-,0.24%
2013_9_27_,21.595,21.825,21.47,21.783,0.15K,0.15%
2013_9_26_,21.818,22.12,21.673,21.75,-,-0.40%
2013_9_25_,21.59,21.875,21.545,21.838,0.04K,1.39%
2013_9_24_,21.825,21.825,21.78,21.539,0.08K,-1.22%
2013_9_23_,21.825,21.87,21.355,21.805,0.14K,-0.70%
2013_9_22_,21.843,21.96,21.765,21.958,-,0.37%
2013_9_20_,22.71,22.71,21.77,21.876,0.04K,-5.88%
2013_9_19_,22.84,23.275,22.84,23.242,0.15K,8.03%
2013_9_18_,21.645,22.95,21.21,21.514,0.14K,-1.02%
2013_9_17_,22.005,22.005,21.71,21.735,0.14K,-1.04%
2013_9_16_,22.235,22.25,21.7,21.963,0.14K,-1.47%
2013_9_15_,22.438,22.438,22.22,22.29,-,2.86%
2013_9_13_,22.095,22.17,21.465,21.67,0.06K,-1.94%
2013_9_12_,23.125,23.14,21.87,22.099,0.14K,-4.42%
2013_9_11_,22.77,23.17,22.755,23.121,0.18K,0.67%
2013_9_10_,23.7,23.7,22.8,22.966,0.24K,-2.97%
2013_9_9_,24,24,23.47,23.668,0.31K,-1.09%
2013_9_8_,23.86,24.133,23.85,23.93,-,0.37%
2013_9_6_,23.175,23.86,23.165,23.842,0.33K,2.74%
2013_9_5_,23.46,23.62,22.995,23.206,0.55K,-0.70%
2013_9_4_,24.305,24.375,23.35,23.369,0.86K,-4.15%
2013_9_3_,23.2,24.46,23.1,24.382,1.13K,0.66%
2013_9_2_,23.318,24.405,23.318,24.223,-,3.75%
2013_9_1_,23.458,23.473,23.118,23.348,-,-0.49%
2013_8_30_,23.775,24.015,23.385,23.463,2.30K,-2.60%
2013_8_29_,24.33,24.415,23.66,24.09,19.70K,-1.23%
2013_8_28_,24.985,24.985,24.925,24.389,-,-0.91%
2013_8_27_,24.313,24.74,24.033,24.613,-,2.52%
2013_8_26_,24.15,24.15,23.95,24.008,0.01K,-0.02%
2013_8_25_,24.1,24.335,23.918,24.013,-,1.18%
2013_8_23_,23.5,23.755,23.5,23.733,0.02K,3.05%
2013_8_22_,22.86,23.035,22.86,23.03,-,0.31%
2013_8_21_,23.08,23.305,23.08,22.958,0.01K,-0.15%
2013_8_20_,23.16,23.298,22.295,22.993,-,-0.71%
2013_8_19_,23.275,23.6,22.99,23.158,-,-0.48%
2013_8_18_,23.275,23.322,23.197,23.27,-,-0.20%
2013_8_16_,22.96,23.21,22.85,23.317,0.01K,1.69%
2013_8_15_,21.89,23.165,21.73,22.929,0.08K,5.27%
2013_8_14_,21.625,21.79,21.59,21.781,0.01K,2.09%
2013_8_13_,21.47,21.66,21.265,21.336,0.01K,0.02%
2013_8_12_,21.195,21.41,21.195,21.332,0.02K,2.54%
2013_8_11_,20.693,20.985,20.66,20.803,-,1.39%
2013_8_9_,20.215,20.553,20.068,20.517,-,1.65%
2013_8_8_,19.985,20.22,19.93,20.184,0.01K,3.42%
2013_8_7_,19.478,19.595,19.123,19.517,-,0.01%
2013_8_6_,19.575,19.575,19.46,19.515,0.19K,-0.99%
2013_8_5_,19.78,19.78,19.765,19.711,0.02K,-0.68%
2013_8_4_,19.833,19.913,19.815,19.845,-,-0.07%
2013_8_2_,19.6,20.258,19.182,19.858,-,1.24%
2013_8_1_,19.61,19.61,19.61,19.615,0.02K,-0.01%
2013_7_31_,19.87,19.885,19.395,19.617,0.02K,-0.25%
2013_7_30_,19.8,19.83,19.645,19.666,0.11K,-0.95%
2013_7_29_,19.895,20.05,19.865,19.854,-,-0.19%
2013_7_28_,19.938,20.008,19.877,19.892,-,0.64%
2013_7_26_,20.255,20.29,19.705,19.765,0.06K,-1.90%
2013_7_25_,19.83,20.135,19.83,20.147,0.06K,0.66%
2013_7_24_,20.38,20.41,19.99,20.014,0.08K,-1.15%
2013_7_23_,20.145,20.42,20.145,20.246,0.10K,-1.23%
2013_7_22_,19.525,20.52,19.525,20.498,0.18K,3.47%
2013_7_21_,19.513,19.895,19.508,19.81,-,1.86%
2013_7_19_,19.385,19.465,19.295,19.448,0.10K,0.37%
2013_7_18_,19.29,19.43,19.25,19.376,0.27K,-0.17%
2013_7_17_,19.93,20.04,19.24,19.409,0.26K,-2.58%
2013_7_16_,19.68,19.965,19.675,19.923,0.02K,0.49%
2013_7_15_,20.1,20.1,19.67,19.826,0.15K,-0.91%
2013_7_14_,19.87,20.133,19.868,20.008,-,1.16%
2013_7_12_,20.075,20.135,19.62,19.779,0.09K,-0.82%
2013_7_11_,19.5,20.14,19.475,19.943,0.22K,4.14%
2013_7_10_,19.23,19.415,19.015,19.151,0.17K,0.14%
2013_7_9_,19.035,19.455,18.935,19.125,0.22K,0.53%
2013_7_8_,18.92,19.085,18.765,19.025,0.30K,1.01%
2013_7_7_,18.848,19.08,18.805,18.835,-,0.58%
2013_7_5_,19.71,19.735,18.685,18.726,0.31K,-4.07%
2013_7_4_,19.775,19.813,19.383,19.52,-,-0.86%
2013_7_3_,19.41,19.85,19.365,19.689,0.22K,2.03%
2013_7_2_,19.595,19.755,19.295,19.298,0.50K,-1.34%
2013_7_1_,19.485,20.06,19.365,19.56,0.56K,-1.62%
2013_6_30_,19.535,20.065,19.535,19.883,-,2.22%
2013_6_28_,18.455,19.63,18.185,19.451,3.75K,4.95%
2013_6_27_,18.5,18.93,18.335,18.533,19.46K,-0.29%
2013_6_26_,18.645,18.645,18.645,18.587,0.05K,-4.81%
2013_6_25_,19.66,19.66,19.595,19.526,0.01K,0.17%
2013_6_24_,20.055,20.055,19.6,19.493,0.01K,-3.36%
2013_6_23_,20.087,20.197,20.042,20.17,-,1.06%
2013_6_21_,19.78,20,19.72,19.958,0.04K,0.69%
2013_6_20_,21.17,21.18,19.59,19.822,0.01K,-8.32%
2013_6_19_,21.625,21.625,21.61,21.622,-,-0.04%
2013_6_18_,21.833,21.878,21.453,21.63,-,-0.58%
2013_6_17_,21.87,21.915,21.87,21.757,0.01K,-1.04%
2013_6_16_,22.06,22.06,21.947,21.985,-,0.15%
2013_6_14_,22.06,22.07,21.965,21.953,-,1.72%
2013_6_13_,21.805,21.805,21.52,21.582,0.03K,-0.98%
2013_6_12_,21.76,21.815,21.65,21.796,0.04K,0.70%
2013_6_11_,21.58,21.71,21.58,21.645,0.10K,-1.26%
2013_6_10_,21.63,21.78,21.535,21.921,0.04K,1.12%
2013_6_9_,21.595,21.73,21.388,21.678,-,-0.27%
2013_6_7_,22.705,22.705,21.58,21.737,0.05K,-4.25%
2013_6_6_,22.33,22.595,22.33,22.701,0.01K,1.05%
2013_6_5_,22.455,22.665,22.455,22.465,0.07K,0.29%
2013_6_4_,22.63,22.63,22.33,22.4,0.06K,-1.39%
2013_6_3_,22.335,22.87,22.305,22.715,0.09K,1.55%
2013_6_2_,22.205,22.388,22.203,22.368,-,0.63%
2013_5_31_,22.245,22.28,22.14,22.228,0.03K,-1.97%
2013_5_30_,22.335,22.93,22.335,22.674,0.36K,1.02%
2013_5_29_,22.37,22.37,22.37,22.445,0.08K,1.19%
2013_5_28_,22.595,22.595,22.18,22.18,0.05K,-1.79%
2013_5_27_,22.34,22.708,22.288,22.585,-,1.07%
2013_5_26_,22.36,22.392,22.3,22.345,-,-0.61%
2013_5_24_,22.33,22.33,22.33,22.482,0.01K,-0.05%
2013_5_23_,22.05,22.36,22.035,22.494,0.04K,0.16%
2013_5_22_,22.345,22.66,22.345,22.458,0.05K,0.07%
2013_5_21_,22.5,22.515,22.34,22.442,0.04K,-0.56%
2013_5_20_,22.28,22.8,21.01,22.568,0.13K,5.33%
2013_5_19_,22.255,22.325,20.215,21.425,-,-4.09%
2013_5_17_,22.63,22.63,22.16,22.339,0.10K,-1.34%
2013_5_16_,22.68,22.71,22.075,22.643,0.25K,0.00%
2013_5_15_,23.24,23.24,22.48,22.643,0.14K,-3.05%
2013_5_14_,23.22,23.525,23.22,23.355,0.06K,-1.33%
2013_5_13_,23.71,23.72,23.49,23.67,0.10K,0.01%
2013_5_12_,23.822,23.835,23.653,23.668,-,0.15%
2013_5_10_,23.635,23.75,23.14,23.632,0.47K,-1.03%
2013_5_9_,24.025,24.055,23.6,23.879,0.29K,-0.05%
2013_5_8_,23.83,23.915,23.615,23.892,0.11K,0.51%
2013_5_7_,23.97,23.97,23.385,23.771,0.60K,-0.61%
2013_5_6_,24.095,24.375,23.845,23.918,0.28K,-0.71%
2013_5_5_,24.133,24.153,24.033,24.09,-,0.48%
2013_5_3_,23.75,24.3,23.605,23.975,0.24K,0.78%
2013_5_2_,23.56,24,23.355,23.79,1.08K,2.08%
2013_5_1_,24.25,24.275,23.23,23.305,1.65K,-3.47%
2013_4_30_,24.505,24.51,23.985,24.144,2.04K,0.09%
2013_4_29_,23.97,24.55,23.915,24.122,19.71K,0.41%
2013_4_28_,24.065,24.123,23.945,24.023,-,1.12%
2013_4_26_,24.095,24.1,23.955,23.758,0.01K,-1.58%
2013_4_25_,23.6,24.2,23.6,24.14,0.01K,5.74%
2013_4_24_,22.965,22.99,22.965,22.829,-,0.07%
2013_4_23_,23.2,23.2,22.79,22.813,-,-2.17%
2013_4_22_,23.1,23.435,23.095,23.32,0.03K,0.45%
2013_4_21_,23.322,23.322,23.18,23.215,-,1.13%
2013_4_19_,23.745,23.77,23.08,22.955,0.02K,-1.22%
2013_4_18_,22.6,23.5,22.6,23.239,-,-0.27%
2013_4_17_,23.1,23.1,23.1,23.301,0.01K,-1.36%
2013_4_16_,23.71,23.755,23.435,23.622,0.05K,1.14%
2013_4_15_,24.5,24.64,23.03,23.355,0.12K,-9.91%
2013_4_14_,25.913,26.023,25.783,25.923,-,-1.52%
2013_4_12_,27.285,27.285,26.085,26.322,0.15K,-4.92%
2013_4_11_,27.685,27.685,27.42,27.685,0.02K,0.17%
2013_4_10_,27.73,27.73,27.515,27.639,0.01K,-0.81%
2013_4_9_,27.36,27.935,27.24,27.866,0.05K,2.75%
2013_4_8_,27.235,27.235,27.08,27.12,0.03K,-0.48%
2013_4_7_,27.293,27.378,27.237,27.25,-,0.18%
2013_4_5_,26.86,27.24,26.845,27.201,0.03K,1.69%
2013_4_4_,26.91,26.96,26.705,26.748,0.19K,-0.09%
2013_4_3_,27.105,27.21,26.7,26.773,0.10K,-1.63%
2013_4_2_,27.9,27.92,27.17,27.217,0.01K,-2.49%
2013_4_1_,27.96,27.975,27.855,27.913,0.02K,-1.19%
2013_3_31_,28.263,28.345,28.158,28.248,-,-0.16%
2013_3_28_,28.72,28.72,28.295,28.292,0.01K,-1.00%
2013_3_27_,28.665,28.665,28.12,28.577,0.16K,-0.23%
2013_3_26_,28.785,28.785,28.575,28.644,0.06K,-0.49%
2013_3_25_,28.46,28.785,28.46,28.785,0.06K,0.49%
2013_3_24_,28.693,28.743,28.593,28.645,-,-0.07%
2013_3_22_,29.105,29.105,28.595,28.666,0.14K,-1.76%
2013_3_21_,28.94,29.19,28.94,29.179,0.14K,1.38%
2013_3_20_,28.88,28.88,28.425,28.783,0.02K,-0.09%
2013_3_19_,28.84,29.05,28.685,28.81,0.25K,-0.11%
2013_3_18_,28.815,29.05,28.685,28.841,0.10K,-0.55%
2013_3_17_,28.795,29.108,28.795,29,-,0.64%
2013_3_15_,28.885,28.89,28.75,28.817,0.06K,0.16%
2013_3_14_,28.8,28.8,28.57,28.772,0.03K,-0.52%
2013_3_13_,29.03,29.215,28.83,28.922,0.07K,-0.72%
2013_3_12_,28.94,29.29,28.84,29.131,0.06K,1.11%
2013_3_11_,28.86,28.96,28.72,28.812,0.12K,-0.44%
2013_3_10_,28.99,29.01,28.908,28.938,-,0.10%
2013_3_8_,28.85,29.19,28.35,28.909,0.33K,0.49%
2013_3_7_,28.955,29.04,28.735,28.767,0.05K,0.02%
2013_3_6_,28.675,28.995,28.58,28.76,0.21K,0.69%
2013_3_5_,28.58,28.995,28.58,28.563,0.31K,0.37%
2013_3_4_,28.635,28.7,28.46,28.457,0.08K,-0.72%
2013_3_3_,28.675,28.728,28.642,28.663,-,0.75%
2013_3_1_,28.485,28.745,27.955,28.451,0.95K,0.20%
2013_2_28_,28.955,29.14,28.39,28.395,1.52K,-1.89%
2013_2_27_,29.36,29.39,28.83,28.943,25.17K,-1.49%
2013_2_26_,29.072,29.485,28.612,29.38,-,1.37%
2013_2_25_,28.975,28.99,28.965,28.983,0.01K,0.88%
2013_2_24_,28.805,28.815,28.723,28.73,-,0.96%
2013_2_22_,28.42,28.455,28.42,28.456,-,-0.83%
2013_2_21_,28.445,28.445,28.445,28.695,-,0.28%
2013_2_20_,28.74,28.74,28.315,28.615,0.01K,-2.71%
2013_2_19_,30.04,30.045,29.45,29.413,0.06K,-2.10%
2013_2_18_,29.86,30.145,29.845,30.043,-,0.60%
2013_2_17_,29.805,29.87,29.778,29.865,-,0.09%
2013_2_15_,30.25,30.25,29.77,29.839,0.07K,-1.66%
2013_2_14_,30.985,31.04,30.95,30.343,0.07K,-1.66%
2013_2_13_,30.89,30.925,30.89,30.854,0.06K,-0.48%
2013_2_12_,30.82,31.08,30.8,31.004,0.05K,0.35%
2013_2_11_,31.16,31.175,30.955,30.895,0.02K,-1.72%
2013_2_10_,31.45,31.462,31.418,31.435,-,0.03%
2013_2_8_,31.45,31.6,31.4,31.425,0.05K,0.12%
2013_2_7_,31.485,31.76,31.345,31.387,0.03K,-1.55%
2013_2_6_,31.89,31.89,31.608,31.88,-,0.07%
2013_2_5_,32.02,32.02,31.67,31.859,-,0.50%
2013_2_4_,31.705,31.705,31.69,31.7,-,-0.43%
2013_2_3_,31.868,31.883,31.783,31.837,-,-0.33%
2013_2_1_,31.6,31.6,31.6,31.942,-,1.94%
2013_1_31_,31.865,31.865,31.3,31.335,-,-2.54%
2013_1_30_,31.5,32.26,31.5,32.152,0.06K,3.19%
2013_1_29_,31.065,31.065,31.065,31.159,0.01K,1.31%
2013_1_28_,31,31,30.9,30.756,-,-1.57%
2013_1_27_,31.18,31.258,31.18,31.248,-,0.20%
2013_1_25_,31.668,31.783,31.13,31.185,-,-1.61%
2013_1_24_,31.735,31.75,31.735,31.695,-,-2.20%
2013_1_23_,32.135,32.315,32.135,32.409,-,0.82%
2013_1_22_,31.835,32.25,31.835,32.147,0.01K,0.42%
2013_1_21_,31.993,32.112,31.87,32.013,-,0.05%
2013_1_20_,31.862,32.008,31.862,31.998,-,0.30%
2013_1_18_,32.06,32.06,31.765,31.902,0.05K,0.36%
2013_1_17_,31.305,31.77,31.165,31.786,0.03K,0.86%
2013_1_16_,31.375,31.38,31.255,31.514,0.01K,0.05%
2013_1_15_,30.95,31.4,30.95,31.498,0.02K,1.34%
2013_1_14_,30.62,31.045,30.62,31.08,0.03K,2.19%
2013_1_13_,30.445,30.473,30.388,30.413,-,0.15%
2013_1_11_,30.78,30.78,30.15,30.367,0.06K,-1.65%
2013_1_10_,30.76,30.825,30.665,30.875,0.05K,2.23%
2013_1_9_,30.095,30.27,30.095,30.201,0.07K,-0.70%
2013_1_8_,30.255,30.39,30.125,30.415,0.06K,1.28%
2013_1_7_,30.395,30.395,29.91,30.032,0.09K,-0.55%
2013_1_6_,30.267,30.267,30.165,30.197,-,1.01%
2013_1_4_,29.435,30.21,29.21,29.896,0.13K,-2.53%
2013_1_3_,30.775,31,30.455,30.671,0.02K,-0.91%
2013_1_2_,30.63,31.335,30.585,30.952,0.01K,2.33%
2013_1_1_,30.353,30.388,30.228,30.248,-,0.25%
2012_12_31_,30.09,30.375,30.09,30.173,0.01K,0.24%
2012_12_30_,30.078,30.113,30.07,30.1,-,0.60%
2012_12_28_,30.2,30.2,29.93,29.92,0.20K,-0.87%
2012_12_27_,29.95,29.985,29.95,30.184,0.06K,0.67%
2012_12_26_,30.18,30.205,30.18,29.983,0.04K,0.14%
2012_12_25_,29.96,30.05,29.94,29.94,-,0.34%
2012_12_24_,30.085,30.085,29.925,29.839,0.01K,-0.96%
2012_12_23_,30.025,30.163,30.015,30.127,-,-0.05%
2012_12_21_,29.95,30.16,29.62,30.142,0.25K,1.79%
2012_12_20_,31.01,31.2,29.625,29.612,0.65K,-4.62%
2012_12_19_,31.71,31.725,30.98,31.045,0.36K,-1.74%
2012_12_18_,32.43,32.46,31.35,31.595,0.19K,-1.90%
2012_12_17_,32.29,32.335,32.105,32.206,0.07K,-0.52%
2012_12_16_,32.43,32.47,32.362,32.375,-,0.47%
2012_12_14_,32.49,32.63,32.275,32.223,0.32K,-0.18%
2012_12_13_,33.36,33.36,32.255,32.28,0.88K,-4.23%
2012_12_12_,32.99,33.7,32.99,33.707,0.57K,2.33%
2012_12_11_,33.07,33.19,32.775,32.941,0.44K,-1.08%
2012_12_10_,33.14,33.4,33.14,33.3,0.09K,0.44%
2012_12_9_,33.14,33.203,33.118,33.155,-,0.31%
2012_12_7_,33.05,33.22,32.645,33.053,0.13K,0.04%
2012_12_6_,32.75,33.15,32.545,33.039,0.23K,0.47%
2012_12_5_,32.93,33.165,32.53,32.883,0.44K,0.46%
2012_12_4_,33.4,33.48,32.72,32.734,0.44K,-2.81%
2012_12_3_,33.5,33.85,33.41,33.681,0.45K,0.62%
2012_12_2_,33.475,33.475,33.475,33.475,-,0.82%
2012_11_30_,34.23,34.345,33.14,33.204,1.46K,-3.33%
2012_11_29_,33.75,34.395,33.535,34.348,16.17K,1.98%
2012_11_28_,33.56,33.56,33.525,33.681,-,-0.89%
2012_11_27_,34.1,34.1,34.05,33.982,-,-0.46%
2012_11_26_,34.005,34.005,34.005,34.138,0.01K,0.11%
2012_11_25_,34.17,34.185,34.085,34.1,-,-0.03%
2012_11_23_,33.335,33.385,33.32,34.111,-,2.31%
2012_11_22_,33.385,33.442,33.27,33.34,-,-0.14%
2012_11_21_,33.118,33.433,32.838,33.388,-,0.81%
2012_11_20_,33.055,33.238,32.863,33.12,-,0.17%
2012_11_19_,32.41,33.21,32.313,33.063,-,2.03%
2012_11_18_,32.3,32.423,32.3,32.405,-,0.30%
2012_11_16_,32.605,32.638,32.023,32.308,-,-0.92%
2012_11_15_,32.615,32.767,32.153,32.608,-,-0.80%
2012_11_14_,32.64,32.865,32.64,32.871,0.01K,1.21%
2012_11_13_,32.215,32.57,32.195,32.478,0.01K,0.49%
2012_11_12_,32.673,32.743,32.2,32.32,-,-1.10%
2012_11_11_,32.633,32.745,32.578,32.68,-,0.28%
2012_11_9_,32.275,32.665,32.095,32.59,0.01K,1.11%
2012_11_8_,31.81,32.35,31.81,32.231,0.02K,1.83%
2012_11_7_,31.955,32.155,31.57,31.651,0.03K,-1.15%
2012_11_6_,31.12,32.15,31.12,32.019,0.02K,2.91%
2012_11_5_,30.785,31.155,30.785,31.113,0.02K,0.19%
2012_11_4_,30.88,31.063,30.865,31.053,-,0.71%
2012_11_2_,32.105,32.105,30.9,30.835,0.01K,-4.32%
2012_11_1_,32.47,32.47,32.33,32.226,-,-0.19%
2012_10_31_,32.19,32.25,32.19,32.288,-,1.57%
2012_10_30_,31.77,31.85,31.765,31.788,0.04K,-0.09%
2012_10_29_,32.065,32.228,31.682,31.818,-,-0.78%
2012_10_28_,32.133,32.133,31.975,32.068,-,0.18%
2012_10_26_,32.12,32.305,31.65,32.011,0.03K,-0.12%
2012_10_25_,32,32,32,32.049,-,1.44%
2012_10_24_,31.85,31.85,31.85,31.595,-,-0.54%
2012_10_23_,31.9,31.9,31.7,31.768,0.02K,-1.42%
2012_10_22_,32.15,32.15,32.15,32.227,0.01K,1.09%
2012_10_21_,31.993,32.005,31.738,31.88,-,-0.60%
2012_10_19_,32.61,32.61,32.04,32.073,0.04K,-2.33%
2012_10_18_,32.785,32.98,32.785,32.838,0.02K,-1.08%
2012_10_17_,33.02,33.2,33.02,33.197,-,0.84%
2012_10_16_,32.765,32.97,32.765,32.922,0.01K,0.66%
2012_10_15_,32.57,32.755,32.57,32.707,-,-1.34%
2012_10_14_,33.485,33.485,33.075,33.15,-,-1.44%
2012_10_12_,33.735,33.735,33.735,33.633,-,-1.21%
2012_10_11_,34.05,34.05,34.05,34.046,-,-0.08%
2012_10_10_,33.825,33.825,33.735,34.073,0.03K,0.36%
2012_10_9_,33.9,33.915,33.625,33.951,0.08K,-0.09%
2012_10_8_,33.88,34.05,33.865,33.982,0.21K,-1.62%
2012_10_7_,34.55,34.597,34.445,34.542,-,0.08%
2012_10_5_,34.86,34.95,34.39,34.516,0.06K,-1.50%
2012_10_4_,34.98,34.98,34.7,35.041,0.02K,1.18%
2012_10_3_,34.53,34.74,34.49,34.631,0.03K,0.08%
2012_10_2_,34.9,34.9,34.57,34.604,0.03K,-0.79%
2012_10_1_,34.375,34.9,34.375,34.881,0.02K,1.57%
2012_9_30_,34.525,34.53,34.332,34.343,-,-0.50%
2012_9_28_,34.61,34.75,34.48,34.517,0.08K,-0.23%
2012_9_27_,33.91,34.69,33.84,34.595,0.32K,2.10%
