Date,Open,High,Low,Close,Volume,Change
2015_5_31_,16.693,16.805,16.693,16.703,-,0.11%
2015_5_29_,16.685,16.69,16.67,16.684,0.02K,0.19%
2015_5_28_,16.665,16.75,16.555,16.653,0.07K,0.09%
2015_5_27_,16.65,16.695,16.65,16.638,0.16K,-0.57%
2015_5_26_,16.995,17.08,16.75,16.734,0.11K,-2.17%
2015_5_25_,17.028,17.178,17.002,17.105,-,0.47%
2015_5_24_,17.043,17.093,17.02,17.025,-,-0.03%
2015_5_22_,17.09,17.09,17.09,17.03,0.02K,-0.47%
2015_5_21_,17.065,17.185,17.065,17.111,0.01K,0.11%
2015_5_20_,17.1,17.1,17.1,17.092,0.01K,0.25%
2015_5_19_,17.465,17.465,16.905,17.05,0.02K,-3.74%
2015_5_18_,17.62,17.71,17.595,17.712,0.22K,0.87%
2015_5_17_,17.517,17.733,17.508,17.56,-,0.09%
2015_5_15_,17.485,17.545,17.335,17.545,0.04K,0.55%
2015_5_14_,17.125,17.41,17.125,17.449,0.02K,1.41%
2015_5_13_,16.525,17.2,16.525,17.207,0.14K,4.22%
2015_5_12_,16.465,16.54,16.305,16.51,0.03K,1.30%
2015_5_11_,16.475,16.475,16.215,16.298,0.24K,-1.03%
2015_5_10_,16.433,16.483,16.425,16.468,-,0.16%
2015_5_8_,16.37,16.455,16.32,16.442,0.07K,1.04%
2015_5_7_,16.33,16.445,16.23,16.272,0.10K,-1.29%
2015_5_6_,16.52,16.545,16.38,16.484,0.10K,-0.44%
2015_5_5_,16.39,16.57,16.35,16.557,0.05K,0.85%
2015_5_4_,16.15,16.695,16.15,16.418,0.07K,1.50%
2015_5_3_,16.148,16.182,16.14,16.175,-,0.40%
2015_5_1_,16.09,16.225,15.905,16.111,0.73K,-0.08%
2015_4_30_,16.545,16.7,15.815,16.124,2.48K,-3.28%
2015_4_29_,16.57,16.685,16.385,16.67,16.43K,0.24%
2015_4_28_,16.41,16.7,16.325,16.63,49.74K,1.46%
2015_4_27_,15.935,15.94,15.935,16.39,0.07K,3.93%
2015_4_26_,15.707,15.773,15.707,15.77,-,0.57%
2015_4_24_,15.88,15.925,15.595,15.68,33.27K,-1.20%
2015_4_23_,15.78,15.955,15.74,15.871,20.78K,0.22%
2015_4_22_,16.015,16.11,15.69,15.836,21.23K,-1.04%
2015_4_21_,15.92,15.92,15.92,16.002,-,0.46%
2015_4_20_,16.31,16.38,15.865,15.929,14.05K,-2.35%
2015_4_19_,16.262,16.313,16.252,16.313,-,0.25%
2015_4_17_,16.305,16.535,16.235,16.273,11.63K,-0.02%
2015_4_16_,16.15,16.285,16.15,16.276,0.01K,-0.29%
2015_4_15_,16.19,16.415,16.09,16.323,12.73K,0.73%
2015_4_14_,16.295,16.38,16,16.204,9.54K,-0.53%
2015_4_13_,16.42,16.51,16.225,16.291,35.54K,-1.03%
2015_4_12_,16.438,16.473,16.425,16.46,-,0.55%
2015_4_10_,16.4,16.4,16.4,16.37,0.01K,1.20%
2015_4_9_,16.5,16.51,16.105,16.176,46.10K,-1.69%
2015_4_8_,16.845,16.905,16.37,16.454,48.35K,-2.29%
2015_4_7_,16.96,16.975,16.73,16.84,29.74K,-1.49%
2015_4_6_,17.035,17.08,17.035,17.095,0.02K,0.13%
2015_4_5_,17.002,17.125,16.968,17.072,-,1.50%
2015_4_3_,16.819,16.819,16.819,16.819,-,0.71%
2015_4_2_,16.935,17,16.57,16.701,38.40K,-2.01%
2015_4_1_,16.62,16.62,16.62,17.044,0.05K,2.79%
2015_3_31_,16.65,16.65,16.585,16.581,0.02K,-0.46%
2015_3_30_,16.755,16.755,16.655,16.657,0.01K,-1.50%
2015_3_29_,16.99,16.99,16.898,16.91,-,-0.83%
2015_3_27_,17.01,17.01,17.01,17.052,0.01K,-0.41%
2015_3_26_,17.315,17.325,17.055,17.122,0.10K,0.84%
2015_3_25_,16.95,17.045,16.95,16.98,0.15K,0.10%
2015_3_24_,16.98,17,16.86,16.963,0.30K,0.54%
2015_3_23_,16.7,16.975,16.67,16.872,0.15K,0.44%
2015_3_22_,16.775,16.825,16.75,16.798,-,-0.41%
2015_3_20_,16.255,16.82,16.255,16.867,0.09K,4.78%
2015_3_19_,15.905,16.1,15.86,16.098,0.01K,3.69%
2015_3_18_,15.475,15.9,15.45,15.525,0.02K,-0.24%
2015_3_17_,15.49,15.635,15.49,15.562,0.04K,-0.25%
2015_3_16_,15.69,15.715,15.5,15.601,0.07K,0.10%
2015_3_15_,15.627,15.627,15.565,15.585,-,0.70%
2015_3_13_,15.61,15.62,15.475,15.477,0.06K,-0.10%
2015_3_12_,15.56,15.565,15.465,15.493,0.09K,0.96%
2015_3_11_,15.64,15.705,15.27,15.345,0.16K,-1.72%
2015_3_10_,15.69,15.795,15.64,15.613,0.11K,-0.90%
2015_3_9_,15.8,15.91,15.69,15.755,0.07K,-0.56%
2015_3_8_,15.928,15.938,15.823,15.843,-,0.37%
2015_3_6_,16.17,16.17,15.745,15.784,0.11K,-2.16%
2015_3_5_,16.255,16.285,16.135,16.132,0.06K,0.00%
2015_3_4_,16.26,16.3,16.075,16.132,0.23K,-0.77%
2015_3_3_,16.395,16.505,16.09,16.258,0.29K,-0.91%
2015_3_2_,16.585,16.73,16.315,16.407,0.27K,-1.30%
2015_3_1_,16.593,16.63,16.558,16.623,-,0.67%
2015_2_27_,16.57,16.65,16.385,16.513,1.70K,-0.42%
2015_2_26_,16.5,16.86,16.49,16.583,17.62K,0.66%
2015_2_25_,16.295,16.75,16.295,16.474,40.96K,1.48%
2015_2_24_,16.34,16.505,16.085,16.233,23.03K,-0.09%
2015_2_23_,16.295,16.325,16.295,16.247,0.02K,-0.03%
2015_2_22_,16.275,16.288,16.245,16.252,-,-0.07%
2015_2_20_,16.43,16.43,16.43,16.263,0.01K,-0.66%
2015_2_19_,16.405,16.405,16.335,16.371,0.01K,0.37%
2015_2_18_,16.525,16.62,16.275,16.31,22.35K,-0.67%
2015_2_17_,17.35,17.44,16.305,16.42,21.76K,-4.92%
2015_2_16_,17.305,17.395,17.252,17.27,-,-0.21%
2015_2_15_,17.318,17.335,17.29,17.307,-,0.17%
2015_2_13_,16.91,17.04,16.91,17.278,0.02K,2.98%
2015_2_12_,16.84,16.88,16.82,16.778,0.02K,-0.15%
2015_2_11_,16.965,17.115,16.755,16.804,11.73K,-0.67%
2015_2_10_,17.035,17.13,16.775,16.918,10.61K,-1.15%
2015_2_9_,16.8,17.17,16.755,17.115,9.29K,2.24%
2015_2_8_,16.773,16.788,16.72,16.74,-,0.01%
2015_2_6_,17.34,17.4,16.6,16.738,9.28K,-2.57%
2015_2_5_,17.205,17.285,17.205,17.18,0.01K,-1.15%
2015_2_4_,17.4,17.6,17.4,17.379,0.04K,0.43%
2015_2_3_,17.32,17.52,17.32,17.305,0.02K,0.08%
2015_2_2_,17.25,17.345,17.075,17.292,4.01K,0.69%
2015_2_1_,17.185,17.188,17.148,17.173,-,-0.11%
2015_1_30_,16.81,17.165,16.81,17.192,0.02K,2.59%
2015_1_29_,17.42,17.475,17.39,16.758,0.03K,-7.56%
2015_1_28_,18.075,18.155,18.005,18.128,3.13K,0.33%
2015_1_27_,18.11,18.11,18.095,18.068,0.01K,0.27%
2015_1_26_,18.335,18.515,17.905,18.019,1.52K,-2.03%
2015_1_25_,18.322,18.41,18.305,18.392,-,0.59%
2015_1_23_,18.315,18.355,18.31,18.284,0.02K,-0.60%
2015_1_22_,18.13,18.505,17.93,18.395,1.31K,1.19%
2015_1_21_,17.96,18.26,17.96,18.179,0.02K,1.29%
2015_1_20_,17.955,18,17.955,17.947,0.02K,1.38%
2015_1_19_,17.807,17.83,17.633,17.703,-,-0.60%
2015_1_18_,17.9,18.015,17.745,17.81,-,0.40%
2015_1_16_,17.06,17.77,16.905,17.739,0.11K,3.90%
2015_1_15_,17.175,17.2,17.03,17.073,0.08K,0.69%
2015_1_14_,16.9,16.9,16.9,16.956,0.01K,-0.99%
2015_1_13_,17,17,17,17.125,0.48K,3.39%
2015_1_12_,16.495,16.69,16.43,16.564,25.30K,-0.46%
2015_1_11_,16.523,16.68,16.523,16.64,-,1.35%
2015_1_9_,16.375,16.625,16.21,16.419,33.06K,0.21%
2015_1_8_,16.545,16.665,16.305,16.385,27.84K,-0.76%
2015_1_7_,16.48,16.55,16.48,16.51,0.01K,-0.76%
2015_1_6_,16.16,16.74,16.115,16.637,43.73K,2.62%
2015_1_5_,15.795,16.26,15.63,16.213,47.13K,3.01%
2015_1_4_,15.782,15.79,15.633,15.74,-,0.04%
2015_1_2_,15.79,15.815,15.535,15.734,0.01K,-0.50%
2015_1_1_,15.695,15.903,15.695,15.813,-,1.59%
2014_12_31_,16.245,16.245,15.59,15.565,0.02K,-4.16%
2014_12_30_,15.845,16.355,15.805,16.24,0.08K,3.15%
2014_12_29_,15.95,15.95,15.905,15.744,0.06K,-1.97%
2014_12_28_,16.063,16.115,16.057,16.06,-,-0.32%
2014_12_26_,15.94,16.115,15.94,16.112,-,1.94%
2014_12_25_,15.762,15.852,15.762,15.805,-,0.84%
2014_12_24_,15.68,15.68,15.68,15.673,-,-0.36%
2014_12_23_,15.58,15.75,15.58,15.73,0.01K,0.52%
2014_12_22_,16.08,16.105,16.08,15.649,0.07K,-2.71%
2014_12_21_,16.08,16.125,16.068,16.085,-,0.34%
2014_12_19_,15.875,16.11,15.83,16.03,22.63K,0.60%
2014_12_18_,15.755,16.23,15.74,15.934,33.97K,0.27%
2014_12_17_,15.83,15.83,15.83,15.891,0.03K,1.12%
2014_12_16_,16.135,16.16,16.065,15.715,0.08K,-4.91%
2014_12_15_,16.81,16.85,16.81,16.527,0.04K,-3.06%
2014_12_14_,17.048,17.068,17.033,17.048,-,0.17%
2014_12_12_,17.07,17.11,17.015,17.019,0.49K,-0.23%
2014_12_11_,17.105,17.18,17.105,17.059,0.03K,-0.43%
2014_12_10_,17.025,17.14,17.01,17.133,0.06K,0.30%
2014_12_9_,16.28,17.13,16.28,17.081,0.18K,5.33%
2014_12_8_,16.13,16.26,16.13,16.216,0.22K,-0.10%
2014_12_7_,16.29,16.29,16.163,16.233,-,0.23%
2014_12_5_,16.415,16.48,16.175,16.196,0.24K,-1.96%
2014_12_4_,16.355,16.58,16.335,16.52,0.08K,0.98%
2014_12_3_,16.435,16.53,16.3,16.359,0.09K,-0.30%
2014_12_2_,16.44,16.475,16.07,16.408,0.51K,-1.44%
2014_12_1_,15.39,16.68,14.1,16.648,1.95K,12.81%
2014_11_30_,15.345,15.477,14.427,14.758,-,-4.72%
2014_11_28_,16.495,16.51,15.365,15.489,5.09K,-4.69%
2014_11_27_,16.548,16.572,16.182,16.252,-,-1.79%
2014_11_26_,16.645,16.65,16.44,16.548,23.49K,-0.38%
2014_11_25_,16.515,16.755,16.505,16.611,50.84K,1.43%
2014_11_24_,16.43,16.58,16.43,16.377,0.10K,-0.52%
2014_11_23_,16.435,16.517,16.435,16.462,-,0.02%
2014_11_21_,16.315,16.66,16.16,16.459,22.51K,1.64%
2014_11_20_,16.185,16.375,16.015,16.193,14.03K,-0.96%
2014_11_19_,16.21,16.575,15.93,16.35,24.70K,0.77%
2014_11_18_,16.18,16.44,16.02,16.225,12.01K,0.73%
2014_11_17_,16.36,16.5,16.065,16.108,11.11K,-0.73%
2014_11_16_,16.305,16.305,16.227,16.227,-,-0.51%
2014_11_14_,15.595,16.305,15.595,16.31,0.01K,4.41%
2014_11_13_,15.64,15.79,15.535,15.621,37.52K,0.01%
2014_11_12_,15.72,15.72,15.72,15.619,0.04K,-0.38%
2014_11_11_,15.595,15.88,15.445,15.678,43.83K,0.04%
2014_11_10_,15.8,15.88,15.48,15.671,49.09K,-0.12%
2014_11_9_,15.8,15.8,15.68,15.69,-,-0.06%
2014_11_7_,15.045,15.045,15.045,15.699,0.03K,1.86%
2014_11_6_,15.34,15.455,15.205,15.413,47.55K,-0.03%
2014_11_5_,15.465,15.465,15.215,15.418,0.03K,-3.20%
2014_11_4_,15.925,15.93,15.925,15.927,0.02K,-1.53%
2014_11_3_,16.035,16.035,16.035,16.175,0.05K,1.39%
2014_11_2_,16.112,16.122,15.887,15.953,-,-0.77%
2014_10_31_,16.13,16.13,15.86,16.077,0.02K,-1.92%
2014_10_30_,16.35,16.35,16.34,16.391,0.49K,-5.06%
2014_10_29_,17.2,17.315,17.015,17.264,32.28K,0.22%
2014_10_28_,17.095,17.4,17.06,17.226,31.47K,0.38%
2014_10_27_,17.185,17.23,17.08,17.161,20.80K,0.06%
2014_10_26_,17.175,17.19,17.133,17.15,-,-0.19%
2014_10_24_,17.2,17.355,17.135,17.182,28.62K,0.40%
2014_10_23_,17.175,17.175,17.17,17.114,0.01K,-0.42%
2014_10_22_,17.47,17.47,17.115,17.186,0.02K,-1.82%
2014_10_21_,17.5,17.5,17.5,17.504,0.01K,1.16%
2014_10_20_,17.46,17.46,17.46,17.304,0.01K,0.21%
2014_10_19_,17.308,17.34,17.252,17.267,-,-0.37%
2014_10_17_,17.37,17.44,17.22,17.331,26.08K,-0.33%
2014_10_16_,17.43,17.43,17.43,17.388,-,-0.16%
2014_10_15_,17.01,17.7,17.01,17.415,0.04K,0.36%
2014_10_14_,17.5,17.5,17.5,17.353,0.01K,0.34%
2014_10_13_,17.41,17.41,17.41,17.294,0.01K,-1.21%
2014_10_12_,17.385,17.538,17.377,17.505,-,1.47%
2014_10_10_,17.3,17.3,17.27,17.252,0.02K,-0.66%
2014_10_9_,17.6,17.6,17.6,17.367,0.02K,2.07%
2014_10_8_,17.36,17.36,17.15,17.015,0.08K,-1.02%
2014_10_7_,17.1,17.185,17.075,17.191,0.16K,0.06%
2014_10_6_,17.03,17.165,17.03,17.18,0.02K,2.54%
2014_10_5_,16.813,16.87,16.748,16.755,-,-0.15%
2014_10_3_,17.1,17.1,16.8,16.78,0.18K,-1.30%
2014_10_2_,17.185,17.185,17,17.001,0.01K,-1.21%
2014_10_1_,16.95,17.22,16.95,17.21,0.01K,1.20%
2014_9_30_,17.42,17.455,16.87,17.006,0.05K,-2.91%
2014_9_29_,17.505,17.53,17.41,17.516,0.23K,-0.17%
2014_9_28_,17.583,17.598,17.517,17.545,-,0.05%
2014_9_26_,17.5,17.725,17.44,17.537,38.52K,0.91%
2014_9_25_,17.505,17.54,17.355,17.379,0.09K,-1.50%
2014_9_24_,17.59,17.59,17.495,17.643,0.04K,-0.40%
2014_9_23_,17.735,17.735,17.675,17.713,0.10K,0.08%
2014_9_22_,17.7,17.715,17.52,17.699,0.20K,-0.42%
2014_9_21_,17.858,17.858,17.767,17.773,-,-0.04%
2014_9_19_,18.295,18.295,17.81,17.781,0.08K,-3.64%
2014_9_18_,18.475,18.525,18.32,18.452,0.04K,-1.13%
2014_9_17_,18.6,18.685,18.47,18.663,0.05K,0.04%
2014_9_16_,18.595,18.69,18.59,18.656,0.41K,0.54%
2014_9_15_,18.615,18.635,18.5,18.556,0.05K,-0.13%
2014_9_14_,18.587,18.623,18.557,18.58,-,0.18%
2014_9_12_,18.62,18.65,18.465,18.546,0.12K,0.07%
2014_9_11_,18.885,18.9,18.55,18.533,0.10K,-1.71%
2014_9_10_,18.98,19.045,18.88,18.856,0.10K,0.06%
2014_9_9_,18.91,19.07,18.85,18.844,0.16K,-0.23%
2014_9_8_,19.205,19.25,18.88,18.887,0.08K,-1.65%
2014_9_7_,19.197,19.237,19.185,19.203,-,0.63%
2014_9_5_,19.035,19.13,18.99,19.082,0.13K,0.09%
2014_9_4_,19.145,19.295,18.985,19.064,0.12K,-0.23%
2014_9_3_,19.14,19.175,19.1,19.108,0.13K,0.19%
2014_9_2_,19.405,19.47,19.04,19.071,0.33K,-2.21%
2014_9_1_,19.483,19.568,19.438,19.502,-,0.11%
2014_8_31_,19.502,19.508,19.48,19.48,-,0.42%
2014_8_29_,19.46,19.57,19.395,19.398,3.30K,-0.70%
2014_8_28_,19.425,19.875,19.415,19.534,19.00K,0.72%
2014_8_27_,19.41,19.41,19.4,19.395,-,0.13%
2014_8_26_,19.5,19.5,19.5,19.37,-,0.17%
2014_8_25_,19.36,19.36,19.345,19.338,-,-0.62%
2014_8_22_,19.49,19.625,19.36,19.459,21.23K,0.36%
2014_8_21_,19.285,19.41,19.285,19.39,0.01K,-0.42%
2014_8_20_,19.435,19.45,19.435,19.472,-,0.44%
2014_8_19_,19.435,19.435,19.415,19.387,0.01K,-1.09%
2014_8_18_,19.555,19.555,19.555,19.6,-,0.41%
2014_8_17_,19.57,19.57,19.513,19.52,-,0.15%
2014_8_15_,19.535,19.535,19.53,19.49,0.01K,-1.92%
2014_8_14_,19.87,19.87,19.87,19.871,0.01K,0.13%
2014_8_13_,19.925,20.085,19.705,19.845,48.70K,-0.30%
2014_8_12_,20.015,20.155,19.875,19.905,43.74K,-0.95%
2014_8_11_,19.92,20.11,19.845,20.095,31.06K,1.04%
2014_8_10_,19.913,19.938,19.888,19.888,-,-0.07%
2014_8_8_,19.935,19.935,19.925,19.902,-,-0.44%
2014_8_7_,20.05,20.13,19.88,19.99,42.14K,0.03%
2014_8_6_,20.025,20.025,20.025,19.985,-,0.77%
2014_8_5_,20.18,20.29,19.76,19.833,56.37K,-1.79%
2014_8_4_,20.35,20.36,20.165,20.194,0.03K,-0.83%
2014_8_3_,20.36,20.368,20.33,20.362,-,0.15%
2014_8_1_,20.295,20.295,20.295,20.332,0.03K,-0.20%
2014_7_31_,20.585,20.585,20.585,20.373,0.02K,-0.90%
2014_7_30_,20.55,20.55,20.55,20.558,0.11K,0.06%
2014_7_29_,20.68,20.695,20.585,20.546,0.04K,0.10%
2014_7_28_,20.635,20.67,20.535,20.526,0.16K,-1.09%
2014_7_27_,20.73,20.778,20.695,20.752,-,0.80%
2014_7_25_,20.435,20.75,20.435,20.588,0.05K,1.04%
2014_7_24_,20.805,20.83,20.475,20.376,0.08K,-2.75%
2014_7_23_,20.96,21.015,20.94,20.952,0.13K,-0.06%
2014_7_22_,20.75,20.99,20.75,20.965,0.02K,0.00%
2014_7_21_,21,21.07,20.9,20.966,0.02K,0.18%
2014_7_20_,20.925,20.953,20.903,20.928,-,0.43%
2014_7_18_,20.955,20.955,20.75,20.838,-,-1.18%
2014_7_17_,20.825,21.16,20.795,21.086,0.04K,1.73%
2014_7_16_,20.76,20.79,20.76,20.727,0.07K,-0.55%
2014_7_15_,20.905,20.945,20.675,20.842,0.08K,-0.11%
2014_7_14_,21.205,21.205,20.875,20.864,0.08K,-2.99%
2014_7_13_,21.508,21.525,21.493,21.508,-,0.45%
2014_7_11_,21.475,21.51,21.415,21.411,0.06K,-0.22%
2014_7_10_,21.095,21.525,21.095,21.459,0.14K,2.08%
2014_7_9_,21.125,21.2,21.045,21.022,0.06K,0.26%
2014_7_8_,21.06,21.15,20.935,20.967,0.21K,0.00%
2014_7_7_,21.1,21.09,20.82,20.966,0.09K,-0.81%
2014_7_6_,21.188,21.2,21.103,21.138,-,-0.27%
2014_7_4_,21.197,21.28,21.127,21.195,-,0.50%
2014_7_3_,21.155,21.155,20.78,21.089,0.50K,-0.78%
2014_7_2_,21.045,21.28,20.98,21.254,0.23K,0.89%
2014_7_1_,21.01,21.22,21.01,21.067,0.17K,0.29%
2014_6_30_,20.96,21.115,20.765,21.007,2.61K,0.03%
2014_6_29_,21.023,21.038,20.965,21,-,-0.37%
2014_6_27_,21.105,21.205,20.9,21.077,17.33K,-0.40%
2014_6_26_,21.055,21.175,20.845,21.162,45.35K,-0.04%
2014_6_25_,20.945,21.22,20.76,21.171,38.04K,0.35%
2014_6_24_,20.925,21.225,20.855,21.097,33.37K,0.63%
2014_6_23_,20.89,20.99,20.78,20.964,22.64K,0.43%
2014_6_22_,20.905,20.918,20.855,20.875,-,-0.32%
2014_6_20_,20.95,20.95,20.86,20.942,-,1.48%
2014_6_19_,20.02,20.02,20.02,20.637,-,4.40%
2014_6_18_,19.75,19.85,19.75,19.767,0.01K,-0.05%
2014_6_17_,19.72,19.805,19.49,19.776,8.86K,0.38%
2014_6_16_,19.755,19.795,19.67,19.702,0.01K,-0.23%
2014_6_15_,19.675,19.773,19.675,19.748,-,0.57%
2014_6_13_,19.535,19.535,19.535,19.637,-,0.33%
2014_6_12_,19.22,19.595,19.2,19.573,13.86K,1.87%
2014_6_11_,19.235,19.36,19.19,19.213,16.36K,0.02%
2014_6_10_,19.105,19.275,19.015,19.21,11.99K,0.87%
2014_6_9_,19.05,19.05,19.05,19.045,-,0.09%
2014_6_8_,19.028,19.033,18.995,19.028,-,0.34%
2014_6_6_,18.955,18.955,18.955,18.963,-,-0.48%
2014_6_5_,18.9,19.05,18.9,19.055,0.03K,1.19%
2014_6_4_,18.83,18.91,18.77,18.83,2.75K,0.52%
2014_6_3_,18.79,18.81,18.765,18.732,0.02K,0.12%
2014_6_2_,18.75,18.81,18.675,18.709,0.03K,-0.21%
2014_6_1_,18.79,18.805,18.737,18.748,-,0.51%
2014_5_30_,18.95,18.96,18.605,18.653,0.04K,-1.74%
2014_5_29_,18.94,19.005,18.84,18.983,0.20K,-0.58%
2014_5_28_,19.105,19.175,19.005,19.094,1.07K,0.29%
2014_5_27_,19.35,19.395,19.075,19.039,0.06K,-2.00%
2014_5_26_,19.428,19.498,19.383,19.428,-,-0.01%
2014_5_25_,19.45,19.453,19.42,19.43,-,0.22%
2014_5_23_,19.37,19.37,19.37,19.388,0.01K,-0.52%
2014_5_22_,19.7,19.745,19.55,19.49,0.02K,0.95%
2014_5_21_,19.295,19.295,19.295,19.307,-,-0.31%
2014_5_20_,19.28,19.42,19.27,19.367,0.02K,0.23%
2014_5_19_,19.555,19.56,19.355,19.322,0.28K,-0.12%
2014_5_18_,19.373,19.373,19.313,19.345,-,0.27%
2014_5_16_,19.455,19.455,19.295,19.292,0.08K,-0.80%
2014_5_15_,19.515,19.515,19.445,19.447,0.11K,-1.46%
2014_5_14_,19.69,19.915,19.69,19.735,0.20K,1.18%
2014_5_13_,19.395,19.535,19.395,19.504,0.07K,0.02%
2014_5_12_,19.1,19.6,19.1,19.5,0.30K,2.10%
2014_5_11_,19.158,19.165,19.05,19.098,-,0.11%
2014_5_9_,19.2,19.2,19.02,19.077,0.06K,-0.09%
2014_5_8_,19.29,19.315,19.105,19.094,0.20K,-1.06%
2014_5_7_,19.645,19.72,19.28,19.298,0.17K,-1.53%
2014_5_6_,19.49,19.605,19.475,19.598,0.13K,0.40%
2014_5_5_,19.475,19.68,19.46,19.52,0.18K,0.10%
2014_5_4_,19.52,19.585,19.5,19.5,-,0.04%
2014_5_2_,19,19.6,18.865,19.492,0.35K,2.65%
2014_5_1_,19.17,19.17,18.75,18.989,0.85K,-0.68%
2014_4_30_,19.435,19.45,19.025,19.119,3.11K,-1.89%
2014_4_29_,19.56,19.59,19.305,19.488,16.95K,-0.82%
2014_4_28_,19.79,19.79,19.55,19.649,0.70K,-0.46%
2014_4_27_,19.725,19.767,19.705,19.74,-,0.28%
2014_4_25_,19.695,19.76,19.695,19.685,0.03K,0.02%
2014_4_24_,19.1,19.615,19.1,19.682,0.02K,0.95%
2014_4_23_,19.59,19.59,19.465,19.497,0.83K,0.75%
2014_4_22_,19.395,19.395,19.395,19.351,-,-0.31%
2014_4_21_,19.46,19.485,19.35,19.412,0.42K,-0.70%
2014_4_20_,19.633,19.638,19.528,19.548,-,-0.56%
2014_4_17_,19.625,19.76,19.565,19.659,1.37K,0.18%
2014_4_16_,19.6,19.6,19.6,19.623,-,0.74%
2014_4_15_,19.48,19.48,19.475,19.478,0.01K,-2.61%
2014_4_14_,19.955,19.955,19.955,19.999,0.01K,-0.49%
2014_4_13_,20.038,20.138,20.015,20.098,-,0.83%
2014_4_11_,20.01,20.01,20.01,19.933,-,-0.72%
2014_4_10_,20.215,20.215,20.15,20.078,0.04K,1.64%
2014_4_9_,20.05,20.05,19.74,19.755,0.03K,-1.43%
2014_4_8_,20.15,20.15,20.05,20.042,0.01K,0.76%
2014_4_7_,19.945,19.96,19.945,19.891,0.01K,-0.24%
2014_4_6_,19.945,19.955,19.853,19.938,-,0.06%
2014_4_4_,19.94,19.94,19.94,19.927,0.02K,0.28%
2014_4_3_,19.865,20.14,19.81,19.872,0.78K,-1.21%
2014_4_2_,19.9,20.145,19.825,20.116,1.91K,1.83%
2014_4_1_,19.765,19.96,19.715,19.754,2.34K,-0.32%
2014_3_31_,19.925,20.055,19.8,19.817,0.24K,-0.09%
2014_3_30_,19.822,19.853,19.807,19.835,-,0.32%
2014_3_28_,19.79,19.88,19.63,19.772,0.11K,0.01%
2014_3_27_,19.68,19.86,19.65,19.77,0.53K,0.06%
2014_3_26_,20,20,19.8,19.759,0.11K,-0.98%
2014_3_25_,20.12,20.12,20.055,19.955,0.04K,-0.44%
2014_3_24_,20.16,20.16,19.91,20.043,0.17K,-1.01%
2014_3_23_,20.29,20.313,20.248,20.248,-,-0.19%
2014_3_21_,20.455,20.5,20.305,20.286,0.05K,-0.58%
2014_3_20_,20.48,20.48,20.25,20.404,0.06K,-1.90%
2014_3_19_,20.775,20.785,20.5,20.8,0.08K,-0.17%
2014_3_18_,21.07,21.07,20.655,20.836,0.01K,-1.94%
2014_3_17_,21.37,21.39,21.37,21.249,0.10K,-1.37%
2014_3_16_,21.493,21.648,21.493,21.545,-,0.75%
2014_3_14_,21.22,21.71,21.16,21.384,0.08K,1.02%
2014_3_13_,21.185,21.185,21.15,21.169,0.07K,-0.75%
2014_3_12_,21.115,21.285,20.945,21.328,0.10K,2.62%
2014_3_11_,21,21.26,20.79,20.784,0.08K,-0.45%
2014_3_10_,20.8,20.885,20.6,20.879,0.11K,0.12%
2014_3_9_,20.9,20.928,20.822,20.855,-,-0.20%
2014_3_7_,21.475,21.54,20.76,20.897,0.22K,-2.99%
2014_3_6_,21.225,21.595,21.1,21.542,0.25K,1.43%
2014_3_5_,21.2,21.29,21.16,21.239,0.15K,0.24%
2014_3_4_,21.49,21.49,21.01,21.188,0.93K,-1.21%
2014_3_3_,21.35,21.68,21.265,21.448,0.40K,0.16%
2014_3_2_,21.388,21.418,21.258,21.413,-,0.99%
2014_2_28_,21.25,21.39,21.07,21.204,1.53K,-0.52%
2014_2_27_,21.245,21.48,20.985,21.314,15.92K,-0.13%
2014_2_26_,22.015,22.05,21.29,21.341,0.75K,-3.23%
2014_2_25_,21.92,22.04,21.845,22.053,1.85K,-0.39%
2014_2_24_,21.935,22.16,21.935,22.139,0.79K,1.14%
2014_2_23_,21.93,21.935,21.822,21.89,-,0.13%
2014_2_21_,21.7,21.87,21.7,21.862,1.55K,0.44%
2014_2_20_,21.6,21.825,21.6,21.767,0.85K,-0.35%
2014_2_19_,21.835,21.835,21.7,21.844,0.13K,-0.21%
2014_2_18_,21.825,21.895,21.815,21.891,0.01K,0.28%
2014_2_17_,21.673,21.968,21.543,21.83,-,0.70%
2014_2_16_,21.48,21.71,21.475,21.678,-,1.25%
2014_2_14_,20.52,21.425,20.52,21.411,0.01K,4.50%
2014_2_13_,20.345,20.605,20.31,20.489,0.20K,0.78%
2014_2_12_,20.25,20.25,20.25,20.331,-,0.93%
2014_2_11_,20.17,20.17,20.17,20.143,-,-0.36%
2014_2_10_,20.125,20.2,20.125,20.215,0.88K,0.95%
2014_2_9_,19.975,20.06,19.975,20.025,-,-0.05%
2014_2_7_,20.035,20.035,20.035,20.036,0.10K,0.05%
2014_2_6_,20.22,20.22,19.985,20.026,1.41K,1.22%
2014_2_5_,19.745,20.045,19.745,19.785,-,1.38%
2014_2_4_,19.43,19.525,19.43,19.516,0.25K,0.66%
2014_2_3_,19.13,19.515,19.09,19.389,0.44K,1.52%
2014_2_2_,19.113,19.135,19.065,19.098,-,-0.04%
2014_1_31_,19.325,19.325,19.15,19.105,0.15K,-0.03%
2014_1_30_,19.67,19.67,19.06,19.111,0.09K,-2.94%
