Date,Open,High,Low,Close,Volume,Change
2012_5_17_,1546.9,1579,1546.9,1574.5,0.05K,2.49%
2012_5_16_,1541.4,1541.4,1528.5,1536.2,0.03K,-1.32%
2012_5_15_,1555.4,1558.3,1542.4,1556.8,0.03K,-0.24%
2012_5_14_,1563,1563.1,1555.5,1560.6,0.01K,-1.45%
2012_5_11_,1586.1,1589.6,1586.1,1583.6,0.01K,-0.72%
2012_5_10_,1594.2,1594.4,1592.4,1595.1,0.01K,0.09%
2012_5_9_,1595.3,1595.3,1586.3,1593.7,0.03K,-0.64%
2012_5_8_,1636.7,1636.7,1596,1604,0.15K,-2.11%
2012_5_7_,1637.9,1640,1632.6,1638.6,0.02K,-0.37%
2012_5_4_,1635.7,1645.6,1629.4,1644.7,0.07K,0.64%
2012_5_3_,1651.2,1652.2,1631.3,1634.2,0.08K,-1.16%
2012_5_2_,1659.2,1659.2,1648.3,1653.4,0.05K,-0.50%
2012_5_1_,1665,1670.5,1661.7,1661.7,0.03K,-0.10%
2012_4_30_,1663,1665.7,1653,1663.4,0.04K,-0.04%
2012_4_27_,1654.5,1666.9,1654,1664,0.24K,0.27%
2012_4_26_,1658.3,1658.7,1658.3,1659.6,0.09K,1.11%
2012_4_25_,1641.3,1643.8,1626.9,1641.4,0.08K,-0.10%
2012_4_24_,1634.4,1648.6,1634.4,1643,0.12K,0.68%
2012_4_23_,1642.4,1642.4,1625.1,1631.9,0.23K,-0.62%
2012_4_20_,1641.7,1645.6,1640.9,1642.1,0.05K,0.09%
2012_4_19_,1642.1,1653.1,1632,1640.6,0.08K,0.11%
2012_4_18_,1653.2,1653.3,1638.1,1638.8,0.27K,-0.70%
2012_4_17_,1652,1653,1637,1650.3,0.07K,0.10%
2012_4_16_,1650.8,1656.8,1641.2,1648.7,0.72K,-0.63%
2012_4_13_,1673.3,1674.8,1650,1659.1,0.22K,-1.21%
2012_4_12_,1660,1680.1,1650,1679.5,1.31K,1.24%
2012_4_11_,1654.8,1659.7,1654.7,1659,0.43K,-0.03%
2012_4_10_,1649,1661.7,1636.2,1659.5,0.35K,1.04%
2012_4_9_,1645.3,1646.4,1636.5,1642.5,0.16K,0.86%
2012_4_5_,1620.8,1633.2,1620.4,1628.5,0.29K,1.00%
2012_4_4_,1646.5,1647,1613,1612.3,1.12K,-3.46%
2012_4_3_,1677.6,1679.5,1638.7,1670,1.17K,-0.45%
2012_4_2_,1670.4,1682.8,1662,1677.5,2.53K,0.49%
2012_3_30_,1660.6,1670,1659,1669.3,9.83K,1.03%
2012_3_29_,1661.8,1664.5,1644.3,1652.2,47.34K,-0.34%
2012_3_28_,1670.1,1670.1,1665,1657.9,0.02K,-1.60%
2012_3_27_,1687.8,1690.8,1684.4,1684.8,0.10K,-0.04%
2012_3_26_,1665,1692.9,1657.8,1685.5,0.08K,1.40%
2012_3_23_,1652.5,1665.1,1646.3,1662.3,0.08K,1.22%
2012_3_22_,1648,1649.4,1633.8,1642.3,0.32K,-0.47%
2012_3_21_,1657.8,1660,1646.1,1650,0.55K,0.20%
2012_3_20_,1648.1,1652.3,1642,1646.7,0.25K,-1.21%
2012_3_19_,1661.2,1668,1652.1,1666.9,0.46K,0.69%
2012_3_16_,1660,1663.4,1641.3,1655.5,0.32K,-0.22%
2012_3_15_,1646.3,1660.2,1640,1659.1,0.41K,1.01%
2012_3_14_,1676.9,1681,1637.4,1642.5,0.20K,-3.02%
2012_3_13_,1698.4,1701.7,1685.1,1693.7,0.05K,-0.32%
2012_3_12_,1708.1,1708.1,1694.9,1699.2,0.10K,-0.68%
2012_3_9_,1698.8,1706,1680.7,1710.9,0.07K,0.75%
2012_3_8_,1686.4,1702.4,1686.4,1698.1,0.30K,0.88%
2012_3_7_,1676,1684,1673.1,1683.3,0.04K,0.71%
2012_3_6_,1708.7,1708.7,1666,1671.4,0.18K,-1.86%
2012_3_5_,1705.5,1709.5,1695.4,1703,0.42K,-0.34%
2012_3_2_,1723,1723,1705.2,1708.8,0.14K,-0.71%
2012_3_1_,1698.6,1724.6,1698.6,1721.1,0.21K,0.66%
2012_2_29_,1789.9,1790.4,1669,1709.9,0.36K,-4.31%
2012_2_28_,1767.9,1789.4,1767.9,1787,0.31K,0.76%
2012_2_27_,1773.6,1775.6,1768.1,1773.6,0.15K,-0.08%
2012_2_24_,1778.5,1780.7,1771.3,1775.1,0.13K,-0.55%
2012_2_23_,1774,1786,1773,1784.9,0.30K,0.84%
2012_2_22_,1758.7,1781.9,1750,1770,0.16K,0.73%
2012_2_21_,1736.1,1760,1733.6,1757.1,0.12K,1.89%
2012_2_17_,1733.6,1735.1,1718.8,1724.5,0.08K,-0.13%
2012_2_16_,1718.4,1728.4,1707,1726.8,0.04K,0.03%
2012_2_15_,1723.6,1737,1723.6,1726.3,0.11K,0.61%
2012_2_14_,1720,1724.9,1715,1715.9,0.09K,-0.41%
2012_2_13_,1725,1733,1718.4,1723,0.10K,-0.02%
2012_2_10_,1732.7,1734.4,1706.4,1723.3,0.25K,-0.90%
2012_2_9_,1731.4,1749.7,1726.1,1739,0.12K,0.56%
2012_2_8_,1744,1751.5,1728.2,1729.3,0.96K,-0.98%
2012_2_7_,1722,1748,1713.2,1746.4,0.27K,1.37%
2012_2_6_,1728,1738.3,1713.3,1722.8,0.73K,-0.87%
2012_2_3_,1758.7,1761.3,1724.5,1737.9,0.54K,-1.08%
2012_2_2_,1745.1,1761.1,1742.9,1756.8,2.06K,0.56%
2012_2_1_,1738.2,1751.1,1734,1747.1,2.03K,0.54%
2012_1_31_,1731.7,1747.7,1725,1737.8,7.54K,0.39%
2012_1_30_,1737.2,1739.9,1715.7,1731,53.43K,-0.05%
2012_1_27_,1727,1734.1,1724.4,1731.8,0.01K,0.32%
2012_1_26_,1729,1729,1721,1726.3,0.02K,1.56%
2012_1_25_,1673,1706.2,1658.3,1699.8,0.24K,2.14%
2012_1_24_,1666.9,1668.2,1664.4,1664.2,0.01K,-0.82%
2012_1_23_,1676.9,1680,1669.9,1678,0.01K,0.86%
2012_1_20_,1652.8,1664.3,1652.8,1663.7,0.01K,0.58%
2012_1_19_,1663,1664.4,1653.5,1654.1,0.06K,-0.33%
2012_1_18_,1654,1660.3,1654,1659.5,0.01K,0.26%
2012_1_17_,1643.7,1657.8,1642.1,1655.2,0.02K,1.52%
2012_1_13_,1638.9,1643.4,1632.4,1630.4,0.37K,-1.03%
2012_1_12_,1645.2,1656.1,1645.2,1647.3,0.08K,0.49%
2012_1_11_,1634.8,1645.4,1633.8,1639.2,0.07K,0.50%
2012_1_10_,1619.9,1639,1619.9,1631,0.05K,1.46%
2012_1_9_,1614.3,1620.1,1607.8,1607.5,0.01K,-0.53%
2012_1_6_,1622.5,1627.8,1618.6,1616.1,0.02K,-0.20%
2012_1_5_,1610.8,1624.1,1597.8,1619.4,0.36K,0.47%
2012_1_4_,1596.6,1618.6,1594.5,1611.9,0.17K,0.76%
2012_1_3_,1568.9,1604.3,1566,1599.7,0.23K,2.17%
2011_12_30_,1549.4,1579.5,1547.9,1565.8,0.29K,1.68%
2011_12_29_,1559.3,1559.3,1525,1539.9,0.87K,-1.47%
2011_12_28_,1584.9,1588.6,1561.3,1562.9,0.05K,-1.96%
2011_12_27_,1599,1599,1592.6,1594.2,0.05K,-0.65%
2011_12_23_,1612,1612.8,1605.8,1604.7,0.06K,-0.26%
2011_12_22_,1608.8,1610,1601.9,1608.9,0.60K,-0.19%
2011_12_21_,1615.6,1635,1608.3,1611.9,0.04K,-0.23%
2011_12_20_,1596.4,1617,1596.4,1615.6,0.22K,1.33%
2011_12_19_,1596.4,1603.4,1589.7,1594.4,0.09K,-0.08%
2011_12_16_,1587.4,1595.9,1586,1595.6,0.06K,1.33%
2011_12_15_,1571.4,1592.8,1565.6,1574.6,0.59K,-0.61%
2011_12_14_,1636.5,1639.5,1565.8,1584.3,0.89K,-4.55%
2011_12_13_,1654.7,1671.8,1628,1659.9,0.27K,-0.26%
2011_12_12_,1707.5,1708.2,1658.5,1664.2,0.89K,-2.84%
2011_12_9_,1713.3,1720.7,1705.7,1712.8,0.57K,0.18%
2011_12_8_,1742,1752.3,1705.4,1709.8,0.94K,-1.79%
2011_12_7_,1730.6,1741.9,1720,1740.9,0.30K,0.75%
2011_12_6_,1722.1,1731.8,1703,1727.9,0.65K,-0.16%
2011_12_5_,1748.9,1752.6,1718.7,1730.7,0.76K,-0.93%
2011_12_2_,1744.8,1762.9,1741.6,1747,1.07K,0.67%
2011_12_1_,1747,1753.3,1734.5,1735.3,1.35K,-0.58%
2011_11_30_,1714,1749.2,1699.9,1745.5,15.46K,1.87%
2011_11_29_,1711.3,1718.4,1704,1713.4,64.79K,0.15%
2011_11_28_,1710.8,1710.8,1710.8,1710.8,-,1.50%
2011_11_25_,1690.1,1693.5,1675.3,1685.5,0.03K,-0.60%
2011_11_23_,1691.2,1700,1681.6,1695.7,0.03K,-0.38%
2011_11_22_,1675.4,1679.8,1675.4,1702.2,0.01K,1.42%
2011_11_21_,1704.6,1704.6,1674.4,1678.3,0.01K,-2.69%
2011_11_18_,1725,1736,1719,1724.7,0.01K,0.28%
2011_11_17_,1755.3,1755.3,1714,1719.8,0.05K,-3.04%
2011_11_16_,1777.5,1777.5,1757.7,1773.8,0.07K,-0.44%
2011_11_15_,1779.2,1783.1,1761.3,1781.7,0.02K,0.22%
2011_11_14_,1779,1779,1779,1777.8,0.02K,-0.54%
2011_11_11_,1777,1789.5,1777,1787.5,0.03K,1.63%
2011_11_10_,1766.8,1766.8,1754.8,1758.9,0.02K,-1.79%
2011_11_9_,1793,1793,1774.2,1790.9,0.01K,-0.42%
2011_11_8_,1785.7,1785.7,1785.7,1798.4,0.01K,0.45%
2011_11_7_,1771.5,1797,1768.7,1790.3,0.04K,1.99%
2011_11_4_,1757,1761.2,1754.9,1755.3,0.05K,-0.50%
2011_11_3_,1740.5,1766,1726.6,1764.2,0.29K,2.05%
2011_11_2_,1724.3,1741.4,1723.2,1728.7,0.29K,1.03%
2011_11_1_,1706.7,1720.1,1682.5,1711,0.25K,-0.77%
2011_10_31_,1741.9,1741.9,1716,1724.2,0.06K,-1.26%
2011_10_28_,1752,1752,1733,1746.2,0.16K,-0.03%
2011_10_27_,1717.8,1735.5,1717.8,1746.7,0.02K,1.39%
2011_10_26_,1717,1723.6,1708.9,1722.7,0.14K,1.36%
2011_10_25_,1645,1706.8,1645,1699.6,0.36K,2.91%
2011_10_24_,1646.2,1657.8,1638.8,1651.5,0.31K,1.00%
2011_10_21_,1626.1,1647.4,1626.1,1635.1,0.03K,1.44%
2011_10_20_,1643.2,1643.8,1608.7,1611.9,0.09K,-2.07%
2011_10_19_,1659.3,1659.3,1641,1646,0.02K,-0.35%
2011_10_18_,1666,1666,1627.5,1651.7,0.09K,-1.42%
2011_10_17_,1683.6,1693.5,1667.3,1675.5,0.04K,-0.37%
2011_10_14_,1665.8,1683.3,1665.8,1681.8,0.05K,0.87%
2011_10_13_,1676.1,1678.8,1656.2,1667.3,0.15K,-0.83%
2011_10_12_,1667.1,1691,1665.9,1681.3,0.04K,1.30%
2011_10_11_,1685,1685,1657.6,1659.7,0.15K,-0.59%
2011_10_10_,1645.6,1676.8,1645.6,1669.6,0.06K,2.15%
2011_10_7_,1657,1665,1626.2,1634.5,0.07K,-1.05%
2011_10_6_,1642.6,1654.7,1637.6,1651.9,0.04K,0.71%
2011_10_5_,1629.3,1644.7,1599.6,1640.3,0.11K,1.59%
2011_10_4_,1661,1678.1,1596.6,1614.7,0.16K,-2.49%
2011_10_3_,1627.8,1660.8,1627.6,1656,0.10K,2.20%
2011_9_30_,1620.8,1639.4,1609.4,1620.4,0.28K,0.30%
2011_9_29_,1604,1633.8,1585,1615.5,7.18K,-0.05%
2011_9_28_,1650,1650,1650,1616.3,0.04K,-2.08%
2011_9_27_,1653.8,1665.4,1653.7,1650.6,0.05K,3.65%
2011_9_26_,1646.4,1661.8,1562.4,1592.5,0.15K,-2.75%
2011_9_23_,1737.3,1737.3,1636.3,1637.5,0.08K,-5.85%
2011_9_22_,1773.2,1773.2,1730.9,1739.2,0.02K,-3.67%
2011_9_21_,1808,1812,1782.8,1805.5,0.02K,-0.06%
2011_9_20_,1778.8,1807.8,1776,1806.6,0.09K,1.70%
2011_9_19_,1814.7,1818.9,1781.8,1776.4,0.01K,-1.97%
2011_9_16_,1768.5,1819.1,1768.5,1812.1,0.11K,1.89%
2011_9_15_,1816.3,1816.3,1775.8,1778.5,0.08K,-2.47%
2011_9_14_,1843,1843,1809,1823.5,0.16K,-0.18%
2011_9_13_,1817.8,1835.3,1808.1,1826.8,0.05K,0.93%
2011_9_12_,1852.4,1852.4,1806,1809.9,0.25K,-2.50%
2011_9_9_,1858.1,1881.3,1830,1856.4,0.19K,0.11%
2011_9_8_,1839.3,1870,1835,1854.4,0.14K,2.22%
2011_9_7_,1868.9,1873.7,1792.8,1814.2,0.47K,-2.98%
2011_9_6_,1886.3,1911.6,1864,1869.9,0.54K,-0.20%
2011_9_2_,1828.6,1884.2,1828.6,1873.7,0.44K,2.61%
2011_9_1_,1825.8,1829.5,1814.1,1826,0.26K,-0.14%
2011_8_31_,1830.6,1837.9,1811.4,1828.5,0.34K,0.10%
2011_8_30_,1787.2,1839.6,1783.1,1826.7,0.60K,2.14%
2011_8_29_,1817.9,1817.9,1786.7,1788.4,0.04K,-0.32%
2011_8_26_,1768.5,1829.3,1768.5,1794.1,0.27K,1.95%
2011_8_25_,1748.4,1772.5,1707.3,1759.8,0.86K,0.32%
2011_8_24_,1833,1853.1,1753.1,1754.1,0.99K,-5.61%
2011_8_23_,1909,1909.3,1824.6,1858.3,0.46K,-1.61%
2011_8_22_,1868.6,1895,1858.4,1888.7,1.11K,2.15%
2011_8_19_,1823.7,1874.4,1823.7,1848.9,0.33K,1.65%
2011_8_18_,1786.5,1828.5,1785.5,1818.9,0.87K,1.55%
2011_8_17_,1784.8,1794.3,1782,1791.2,0.23K,0.49%
2011_8_16_,1769,1787.3,1761.6,1782.4,0.28K,1.53%
2011_8_15_,1734.9,1765.2,1730.5,1755.5,0.98K,0.88%
2011_8_12_,1760.6,1764.2,1723.8,1740.2,1.17K,-0.49%
2011_8_11_,1795.1,1813.5,1733,1748.8,1.50K,-1.82%
2011_8_10_,1744,1795.6,1741.3,1781.3,0.97K,2.37%
2011_8_9_,1722.5,1779,1720.1,1740,1.86K,1.74%
2011_8_8_,1679.1,1720,1678.1,1710.2,1.89K,3.72%
2011_8_5_,1647.5,1666.1,1642.6,1648.8,0.83K,-0.45%
2011_8_4_,1660.5,1681.8,1640,1656.2,1.95K,-0.43%
2011_8_3_,1659.9,1672.3,1651.6,1663.4,2.02K,1.31%
2011_8_2_,1619.3,1660.6,1616.8,1641.9,2.44K,1.41%
2011_8_1_,1623,1631.8,1607,1619,2.89K,-0.57%
2011_7_29_,1617.1,1634.9,1610.6,1628.3,6.76K,0.92%
2011_7_28_,1614.2,1620.6,1602.8,1613.4,70.26K,-0.10%
2011_7_27_,1619.7,1622.5,1617,1615,0.02K,-0.10%
2011_7_26_,1609.8,1618.5,1609.8,1616.6,0.03K,0.29%
2011_7_25_,1610,1619.4,1610,1612,0.07K,0.67%
2011_7_22_,1588.5,1606.5,1588.5,1601.3,0.01K,0.91%
2011_7_21_,1598,1601.6,1586.6,1586.8,0.02K,-0.62%
2011_7_20_,1584.3,1596.5,1582.4,1596.7,0.01K,-0.26%
2011_7_19_,1608.1,1608.8,1583.3,1600.9,0.06K,-0.07%
2011_7_18_,1592.8,1605,1592.8,1602.1,0.01K,0.77%
2011_7_15_,1582.3,1592.2,1582.3,1589.8,0.01K,0.05%
2011_7_14_,1586.3,1592.8,1583.6,1589,0.02K,0.24%
2011_7_13_,1574,1585.6,1570.8,1585.2,0.03K,1.49%
2011_7_12_,1548.2,1565,1542,1561.9,0.01K,0.85%
2011_7_11_,1550,1555.2,1543.1,1548.8,0.01K,0.49%
2011_7_8_,1527,1542.6,1526.6,1541.2,-,0.72%
2011_7_7_,1529.1,1533.1,1522.7,1530.2,0.06K,0.10%
2011_7_6_,1513.7,1532.8,1510.3,1528.7,0.07K,1.08%
2011_7_5_,1490.4,1515,1490.3,1512.3,0.20K,2.02%
2011_7_1_,1502.2,1502.2,1480,1482.3,0.07K,-1.33%
2011_6_30_,1511.5,1514,1498.8,1502.3,0.07K,-0.50%
2011_6_29_,1504.1,1512.2,1504.1,1509.9,0.40K,0.68%
2011_6_28_,1499.9,1505,1496.1,1499.7,0.17K,0.25%
2011_6_27_,1503.5,1503.5,1490.7,1496,0.14K,-0.30%
2011_6_24_,1524.7,1525,1498.5,1500.5,0.26K,-1.29%
2011_6_23_,1547.2,1547.2,1514.7,1520.1,0.30K,-2.11%
2011_6_22_,1547.2,1558.5,1544.4,1552.9,0.22K,0.45%
2011_6_21_,1540.1,1547.5,1540,1546,0.13K,0.29%
2011_6_20_,1536,1545.7,1535.2,1541.5,0.10K,0.19%
2011_6_17_,1523,1541.6,1523,1538.6,0.07K,0.61%
2011_6_16_,1526,1531.2,1522,1529.3,0.16K,0.24%
2011_6_15_,1525,1533.4,1515,1525.6,0.65K,0.12%
2011_6_14_,1517.2,1526.2,1513.1,1523.8,0.31K,0.58%
2011_6_13_,1528.1,1533,1511.3,1515,0.85K,-0.89%
2011_6_10_,1543.7,1543.9,1526.4,1528.6,0.63K,-0.88%
2011_6_9_,1536.1,1548.8,1534.4,1542.1,0.29K,0.26%
2011_6_8_,1544.2,1544.2,1531.3,1538.1,0.49K,-0.34%
2011_6_7_,1545,1549.9,1537.2,1543.3,2.53K,-0.21%
2011_6_6_,1542.9,1553.9,1542,1546.5,0.69K,0.31%
2011_6_3_,1534.7,1546.3,1525,1541.7,1.75K,0.63%
2011_6_2_,1541.3,1544.5,1520,1532,1.65K,-0.67%
2011_6_1_,1535.7,1550.6,1529.7,1542.4,2.85K,0.42%
2011_5_31_,1536.7,1541.1,1532.4,1535.9,6.15K,-0.03%
2011_5_27_,1519.4,1538.5,1518.4,1536.3,76.72K,0.89%
2011_5_26_,1521.2,1521.2,1519.5,1522.8,0.05K,-0.25%
2011_5_25_,1526.4,1527.5,1526.1,1526.6,0.01K,0.22%
2011_5_24_,1527.1,1527.1,1521.9,1523.2,-,0.52%
2011_5_23_,1510.5,1513,1507,1515.3,0.04K,0.43%
2011_5_20_,1499,1513.3,1488.7,1508.8,0.09K,1.11%
2011_5_19_,1491.5,1491.5,1491.5,1492.2,-,-0.23%
2011_5_18_,1496.4,1497,1496.3,1495.6,0.08K,1.07%
2011_5_17_,1489.8,1491.8,1473,1479.8,0.04K,-0.71%
2011_5_16_,1489.3,1494.9,1489.3,1490.4,0.01K,-0.20%
2011_5_13_,1503.5,1511.3,1490.2,1493.4,0.02K,-0.88%
2011_5_12_,1492.1,1502.7,1484.8,1506.6,0.01K,0.37%
2011_5_11_,1524,1524.1,1495.2,1501.1,0.03K,-1.02%
2011_5_10_,1508.4,1516.9,1508.4,1516.6,0.01K,0.91%
2011_5_9_,1501.5,1512.8,1501.3,1502.9,0.04K,0.78%
2011_5_6_,1473.2,1494.8,1472.3,1491.2,0.14K,0.70%
2011_5_5_,1514.7,1520.7,1471,1480.9,0.13K,-2.24%
2011_5_4_,1535,1539,1506.2,1514.9,0.27K,-1.64%
2011_5_3_,1542.5,1547,1527.5,1540.1,0.25K,-1.07%
2011_5_2_,1572.9,1576.6,1543.1,1556.7,0.20K,0.04%
2011_4_29_,1538.7,1568.7,1537.3,1556,0.12K,1.65%
2011_4_28_,1528.6,1536,1526.6,1530.8,0.43K,0.93%
2011_4_27_,1507.1,1512.8,1505.2,1516.7,0.21K,0.91%
2011_4_26_,1501.5,1506.3,1495,1503,0.22K,-0.37%
2011_4_25_,1513.3,1518,1502.8,1508.6,0.23K,0.36%
2011_4_21_,1503.7,1508.3,1501.7,1503.2,0.24K,0.33%
2011_4_20_,1494,1505.3,1494,1498.3,0.39K,0.25%
2011_4_19_,1493.3,1499.5,1489,1494.5,0.17K,0.15%
2011_4_18_,1486.3,1497.3,1477.5,1492.3,0.65K,0.47%
2011_4_15_,1477.6,1487.5,1473.2,1485.3,0.29K,0.92%
2011_4_14_,1456.8,1476,1452.7,1471.7,0.54K,1.15%
2011_4_13_,1455,1462,1454,1454.9,0.20K,0.14%
2011_4_12_,1461.8,1467.2,1444.4,1452.9,0.35K,-0.99%
2011_4_11_,1476,1476,1459.7,1467.4,0.38K,-0.41%
