Date,Open,High,Low,Close,Volume,Change
2013_11_7_,1323.6,1323.6,1298,1308.4,0.13K,-0.71%
2013_11_6_,1313.5,1318.6,1312.5,1317.7,0.01K,0.74%
2013_11_5_,1313.3,1317.5,1306.9,1308,0.10K,-0.50%
2013_11_4_,1314.6,1320.5,1312.1,1314.6,0.04K,0.11%
2013_11_1_,1325.7,1325.7,1308,1313.1,0.02K,-0.79%
2013_10_31_,1334,1334,1321.7,1323.6,0.06K,-1.88%
2013_10_30_,1340.8,1355.8,1335.6,1349,0.04K,0.28%
2013_10_29_,1359.6,1359.7,1359.6,1345.2,0.01K,-0.50%
2013_10_28_,1351.4,1359.2,1349,1352,0.02K,-0.03%
2013_10_25_,1346.2,1353,1346.2,1352.4,0.02K,0.16%
2013_10_24_,1334.5,1350.1,1334.5,1350.2,0.02K,1.22%
2013_10_23_,1331.9,1333.4,1331.9,1333.9,0.01K,-0.64%
2013_10_22_,1313.9,1342.6,1313.9,1342.5,0.06K,2.04%
2013_10_21_,1316.8,1317.7,1316.5,1315.7,0.02K,0.10%
2013_10_18_,1318.8,1326,1312.6,1314.4,0.07K,-0.63%
2013_10_17_,1307,1320.8,1307,1322.7,0.07K,3.17%
2013_10_16_,1282.8,1284,1269.2,1282,0.09K,0.71%
2013_10_15_,1270.5,1284.8,1254.1,1273,0.21K,-0.27%
2013_10_14_,1275.8,1285.8,1272.1,1276.4,0.06K,0.66%
2013_10_11_,1286.9,1291.6,1263.8,1268,0.21K,-2.21%
2013_10_10_,1303.4,1310.8,1285,1296.6,0.09K,-0.79%
2013_10_9_,1317.6,1319,1295.3,1306.9,0.14K,-1.31%
2013_10_8_,1326.5,1330,1321.2,1324.2,0.06K,-0.05%
2013_10_7_,1313.8,1325.4,1311.8,1324.8,0.08K,1.15%
2013_10_4_,1316.2,1318.1,1305.7,1309.7,0.04K,-0.58%
2013_10_3_,1312,1319.5,1302.5,1317.4,0.22K,-0.24%
2013_10_2_,1288.5,1321,1280,1320.6,0.15K,2.69%
2013_10_1_,1328,1334.2,1283.8,1286,0.82K,-3.05%
2013_9_30_,1345.8,1350.9,1322,1326.5,0.60K,-0.89%
2013_9_27_,1321.5,1343.8,1319.7,1338.4,2.99K,1.12%
2013_9_26_,1335.2,1338.3,1335.2,1323.6,0.01K,-0.92%
2013_9_25_,1322.7,1335.3,1322.7,1335.9,0.05K,1.51%
2013_9_24_,1321.2,1324.9,1309.4,1316,0.06K,-0.82%
2013_9_23_,1327.1,1327.8,1317.6,1326.9,0.08K,-0.42%
2013_9_20_,1347.5,1347.5,1330.7,1332.5,-,-2.69%
2013_9_19_,1362.9,1373,1362.9,1369.4,0.04K,4.71%
2013_9_18_,1292.1,1347.7,1292.1,1307.8,0.03K,-0.13%
2013_9_17_,1313,1313.1,1310.2,1309.5,0.02K,-0.64%
2013_9_16_,1328.4,1329.6,1310.8,1317.9,0.11K,0.73%
2013_9_13_,1322.9,1323,1305.3,1308.4,0.04K,-1.65%
2013_9_12_,1360,1360,1322.4,1330.4,0.12K,-2.46%
2013_9_11_,1365.8,1365.8,1356.7,1363.9,0.06K,-0.01%
2013_9_10_,1377.5,1377.5,1357.6,1364.1,0.02K,-1.64%
2013_9_9_,1389.8,1389.8,1386.5,1386.8,0.04K,0.01%
2013_9_6_,1371,1390.1,1368.9,1386.7,0.05K,0.99%
2013_9_5_,1393.5,1397.5,1367.1,1373.1,0.04K,-1.21%
2013_9_4_,1413,1413,1387.1,1389.9,0.10K,-1.57%
2013_9_3_,1393,1414.4,1382.3,1412,0.14K,1.31%
2013_9_2_,1380.4,1398,1379.6,1393.7,-,-0.17%
2013_8_30_,1407.2,1409.8,1392.3,1396.1,0.10K,-1.19%
2013_8_29_,1417.4,1417.4,1404.5,1412.9,0.38K,-0.43%
2013_8_28_,1417.3,1428,1415.1,1419,0.02K,-0.11%
2013_8_27_,1403.8,1421.1,1398.7,1420.6,0.40K,1.98%
2013_8_26_,1398.6,1403,1391.3,1393,0.20K,-0.19%
2013_8_23_,1376.8,1398.2,1373.9,1395.7,0.18K,1.79%
2013_8_22_,1362,1380.4,1362,1371.2,0.08K,0.04%
2013_8_21_,1372.5,1377.3,1360.9,1370.6,0.11K,-0.18%
2013_8_20_,1355,1377,1355,1373.1,0.12K,0.51%
2013_8_19_,1379,1384.4,1363.9,1366.2,0.14K,-0.40%
2013_8_16_,1366.8,1378.9,1361,1371.7,0.18K,0.74%
2013_8_15_,1340.1,1369.6,1319.9,1361.6,0.24K,2.07%
2013_8_14_,1317.7,1336.3,1317.7,1334,0.33K,0.97%
2013_8_13_,1331.9,1339.1,1320.2,1321.2,0.21K,-1.01%
2013_8_12_,1317.2,1342.4,1317.2,1334.7,0.31K,1.66%
2013_8_9_,1315.1,1315.8,1306.7,1312.9,0.45K,0.17%
2013_8_8_,1283.9,1312.8,1283.7,1310.7,0.48K,1.91%
2013_8_7_,1282.5,1288.4,1274,1286.1,0.99K,0.23%
2013_8_6_,1303,1305.9,1279.3,1283.2,1.31K,-1.49%
2013_8_5_,1311.2,1318.3,1297.5,1302.6,0.90K,-0.61%
2013_8_2_,1306.7,1317.6,1283,1310.6,1.45K,-0.03%
2013_8_1_,1323,1328.5,1306.9,1311,1.56K,-0.11%
2013_7_31_,1325.5,1338.4,1304.9,1312.4,6.25K,-0.88%
2013_7_30_,1327.2,1329.6,1316.2,1324,44.77K,-0.33%
2013_7_29_,1328.4,1328.4,1328.4,1328.4,-,0.51%
2013_7_26_,1326.5,1326.5,1322.4,1321.7,0.07K,-0.55%
2013_7_25_,1318.5,1336.8,1318.5,1329,0.06K,0.70%
2013_7_24_,1342.2,1345.1,1318.6,1319.7,0.04K,-1.15%
2013_7_23_,1334.8,1342.3,1327.9,1335.1,0.01K,-0.10%
2013_7_22_,1317,1332.2,1317,1336.4,0.02K,3.33%
2013_7_19_,1291.7,1292.2,1290,1293.3,0.01K,0.68%
2013_7_18_,1275.3,1286.4,1275.2,1284.6,0.03K,0.52%
2013_7_17_,1286.2,1300,1272.9,1277.9,0.01K,-1.00%
2013_7_16_,1279.4,1291.4,1279.4,1290.8,0.01K,0.55%
2013_7_15_,1292.1,1292.4,1281.6,1283.8,0.02K,0.47%
2013_7_12_,1282.3,1282.3,1273.3,1277.8,0.01K,-0.18%
2013_7_11_,1284.6,1285,1278.9,1280.1,0.02K,2.62%
2013_7_10_,1244.6,1263.9,1244.6,1247.4,0.06K,0.12%
2013_7_9_,1234.7,1254.5,1234.4,1245.9,0.03K,0.89%
2013_7_8_,1218.8,1235.2,1215.4,1234.9,0.06K,1.81%
2013_7_5_,1252.7,1254.1,1208.9,1212.9,0.07K,-2.74%
2013_7_4_,1254.55,1256.15,1244.45,1247.05,-,-0.40%
2013_7_3_,1243.8,1258.2,1240.3,1252.1,0.02K,0.68%
2013_7_2_,1254.1,1266.3,1241.2,1243.6,0.11K,-0.98%
2013_7_1_,1234.7,1261,1234.2,1255.9,0.15K,2.62%
2013_6_28_,1200.9,1232.3,1183.2,1223.8,0.23K,1.02%
2013_6_27_,1224.7,1241.6,1198.3,1211.4,0.53K,-1.48%
2013_6_26_,1273.9,1273.9,1228.8,1229.6,0.37K,-3.55%
2013_6_25_,1281.3,1286,1273.2,1274.8,0.95K,-0.16%
2013_6_24_,1297.3,1297.3,1275.7,1276.8,0.32K,-1.15%
2013_6_21_,1280.4,1300,1268.9,1291.6,0.46K,0.44%
2013_6_20_,1348.1,1348.1,1275.4,1285.9,0.71K,-6.38%
2013_6_19_,1368.1,1372.7,1348.1,1373.6,0.20K,0.51%
2013_6_18_,1383.1,1383.5,1363,1366.6,0.35K,-1.17%
2013_6_17_,1390.3,1390.5,1380,1382.8,0.11K,-0.32%
2013_6_14_,1383.9,1389.6,1377.8,1387.3,0.09K,0.70%
2013_6_13_,1386.8,1390.9,1373.4,1377.6,0.46K,-1.02%
2013_6_12_,1375,1393.5,1373.7,1391.8,0.51K,1.07%
2013_6_11_,1384.2,1384.4,1366,1377,0.48K,-0.66%
2013_6_10_,1378.8,1386.9,1375.6,1386.2,0.37K,0.23%
2013_6_7_,1411.5,1416.4,1377.9,1383,1.16K,-2.31%
2013_6_6_,1401.7,1422.7,1391.6,1415.7,0.78K,1.24%
2013_6_5_,1397.5,1410,1395.6,1398.4,1.69K,0.09%
2013_6_4_,1410.9,1414.1,1389,1397.1,0.93K,-1.03%
2013_6_3_,1389.1,1416.3,1388.3,1411.7,1.42K,1.37%
2013_5_31_,1412.4,1421.1,1384.2,1392.6,6.00K,-1.34%
2013_5_30_,1392.1,1417.5,1388.3,1411.5,45.13K,1.45%
2013_5_29_,1391.3,1391.3,1391.3,1391.3,-,0.88%
2013_5_28_,1380.8,1392.5,1379.8,1379.1,0.06K,-1.21%
2013_5_27_,1385.95,1396.15,1384.15,1395.95,-,0.66%
2013_5_24_,1386.8,1386.8,1386.8,1386.8,-,-0.37%
2013_5_23_,1380.6,1394.8,1377.8,1392,0.06K,1.78%
2013_5_22_,1387.2,1395.7,1364.5,1367.6,0.01K,-0.74%
2013_5_21_,1386.5,1392.3,1358.5,1377.8,0.05K,-0.47%
2013_5_20_,1342.9,1391.9,1342.9,1384.3,0.02K,1.42%
2013_5_17_,1386.7,1391.1,1359.1,1364.9,0.05K,-1.60%
2013_5_16_,1390.4,1395.1,1370.6,1387.1,0.04K,-0.67%
2013_5_15_,1425.7,1425.7,1390.1,1396.5,0.36K,-1.98%
2013_5_14_,1430.1,1444.4,1422,1424.7,0.07K,-0.68%
2013_5_13_,1440,1440.6,1427.8,1434.5,0.34K,-0.16%
2013_5_10_,1455.6,1459.3,1423,1436.8,0.57K,-2.18%
2013_5_9_,1471.2,1473.4,1453,1468.8,0.03K,-0.35%
2013_5_8_,1455.5,1474.7,1450.7,1473.9,0.08K,1.72%
2013_5_7_,1462,1466.2,1441.2,1449,0.09K,-1.30%
2013_5_6_,1468.1,1477.2,1466.8,1468.1,0.03K,0.26%
2013_5_3_,1465.5,1487.1,1461.4,1464.3,0.07K,-0.23%
2013_5_2_,1459,1471.2,1453.5,1467.7,0.24K,1.48%
2013_5_1_,1475.8,1477.1,1440,1446.3,0.13K,-1.76%
2013_4_30_,1471.1,1476.6,1461,1472.2,0.53K,0.33%
2013_4_29_,1462.7,1475.5,1462.3,1467.4,0.27K,0.95%
2013_4_26_,1467.4,1480,1451.4,1453.6,0.63K,-0.56%
2013_4_25_,1433,1458.3,1433,1461.8,0.22K,2.70%
2013_4_24_,1423.2,1430.1,1420.4,1423.4,0.14K,1.05%
2013_4_23_,1429.5,1429.5,1405.8,1408.6,0.33K,-0.87%
2013_4_22_,1406.8,1434.9,1406.8,1421,0.07K,1.84%
2013_4_19_,1419.3,1420.3,1395.1,1395.3,0.24K,0.24%
2013_4_18_,1347.5,1396.4,1347.5,1392,0.06K,0.71%
2013_4_17_,1373.2,1394.2,1370.2,1382.2,0.09K,-0.33%
2013_4_16_,1358,1401,1323,1386.8,0.62K,1.93%
2013_4_15_,1478.2,1487.4,1338,1360.6,1.31K,-9.35%
2013_4_12_,1560.8,1560.8,1480.2,1501,0.88K,-4.05%
2013_4_11_,1557.1,1566.7,1554.8,1564.3,1.07K,0.39%
2013_4_10_,1584.4,1586,1557,1558.3,0.36K,-1.76%
2013_4_9_,1571.6,1589.3,1570,1586.2,0.22K,0.90%
2013_4_8_,1575.8,1580.6,1567.6,1572,0.10K,-0.22%
2013_4_5_,1553.2,1580.6,1550.1,1575.4,1.18K,1.52%
2013_4_4_,1557.3,1557.3,1539.1,1551.8,0.83K,-0.06%
2013_4_3_,1575.7,1576.4,1549.2,1552.8,2.17K,-1.42%
2013_4_2_,1599.2,1602.6,1574.1,1575.1,2.29K,-1.56%
2013_4_1_,1596.8,1600.5,1594.8,1600,0.69K,0.33%
2013_3_28_,1604.7,1606.6,1593.6,1594.8,4.72K,-0.71%
2013_3_27_,1598.5,1608.1,1590.3,1606.2,50.45K,0.65%
2013_3_26_,1595.8,1595.8,1595.8,1595.8,0.01K,-0.55%
2013_3_25_,1607.1,1607.8,1596.1,1604.6,0.03K,-0.10%
2013_3_22_,1611,1611,1604.1,1606.2,0.10K,-0.47%
2013_3_21_,1612.8,1613,1611.9,1613.8,0.01K,0.39%
2013_3_20_,1610,1613,1606.2,1607.5,0.01K,-0.24%
2013_3_19_,1613.1,1613.1,1613,1611.3,0.20K,0.42%
2013_3_18_,1605.9,1607.7,1601.6,1604.6,0.61K,0.76%
2013_3_15_,1590.5,1594.4,1590.2,1592.5,0.01K,0.12%
2013_3_14_,1585.7,1587.9,1575.7,1590.6,0.14K,0.14%
2013_3_13_,1592.3,1596,1585,1588.3,0.40K,-0.20%
2013_3_12_,1579.8,1595.6,1579.8,1591.5,0.16K,0.87%
2013_3_11_,1576,1579.7,1576,1577.8,1.12K,0.08%
2013_3_8_,1578.6,1581.2,1561.8,1576.6,0.07K,0.11%
2013_3_7_,1580,1583.5,1573.9,1574.8,0.05K,0.01%
2013_3_6_,1577.6,1582.6,1566.8,1574.6,0.11K,0.00%
2013_3_5_,1577.6,1585.5,1571.4,1574.6,0.07K,0.16%
2013_3_4_,1580.8,1580.8,1569.7,1572.1,0.06K,0.01%
2013_3_1_,1579.6,1585.6,1566,1571.9,0.07K,-0.37%
2013_2_28_,1596,1601.6,1575.1,1577.7,0.10K,-1.10%
2013_2_27_,1612.8,1612.8,1591.8,1595.2,0.70K,-1.24%
2013_2_26_,1593.3,1609,1589,1615.2,0.19K,1.83%
2013_2_25_,1579.4,1596,1577.7,1586.2,0.12K,0.88%
2013_2_22_,1580,1585.4,1572.3,1572.4,0.08K,-0.37%
2013_2_21_,1568.5,1581.2,1554.5,1578.2,2.02K,0.04%
2013_2_20_,1604.7,1606.9,1561.8,1577.6,0.28K,-1.62%
2013_2_19_,1610,1617,1599.7,1603.6,0.27K,-0.32%
2013_2_15_,1633.2,1633.9,1599.5,1608.8,0.46K,-1.58%
2013_2_14_,1641.1,1646.9,1632.7,1634.7,0.22K,-0.58%
2013_2_13_,1652.2,1652.3,1640.2,1644.2,0.24K,-0.27%
2013_2_12_,1643.8,1650.4,1642.4,1648.7,0.09K,0.03%
2013_2_11_,1666.5,1668,1643.7,1648.2,0.87K,-1.07%
2013_2_8_,1671.5,1672.5,1664.8,1666,0.29K,-0.26%
2013_2_7_,1677,1682.1,1663.1,1670.4,0.48K,-0.44%
2013_2_6_,1672.2,1678.5,1668,1677.7,0.38K,0.32%
2013_2_5_,1674.2,1683.4,1666.5,1672.4,0.35K,-0.17%
2013_2_4_,1668,1676.5,1661.6,1675.3,0.45K,0.35%
2013_2_1_,1663.9,1681.2,1659.9,1669.4,3.25K,0.53%
2013_1_31_,1675.4,1680,1657.4,1660.6,6.04K,-1.15%
2013_1_30_,1662.4,1683.2,1661.8,1679.9,44.89K,1.16%
2013_1_29_,1661.2,1661.5,1660.7,1660.7,0.02K,0.50%
2013_1_28_,1651.6,1655.5,1651.6,1652.4,0.08K,-0.24%
2013_1_25_,1663,1663,1657.2,1656.4,0.04K,-0.78%
2013_1_24_,1680.8,1681.7,1668,1669.5,0.01K,-1.00%
2013_1_23_,1691.3,1693.7,1685.2,1686.3,0.03K,-0.38%
2013_1_22_,1690.3,1694.7,1687.8,1692.8,0.02K,0.37%
2013_1_18_,1687.4,1692,1687.3,1686.6,0.01K,-0.22%
2013_1_17_,1676.4,1694.6,1671,1690.4,0.08K,0.46%
2013_1_16_,1674.4,1680.5,1674.4,1682.7,0.01K,-0.04%
2013_1_15_,1671.6,1684.3,1671.6,1683.4,0.02K,0.87%
2013_1_14_,1665.4,1673.8,1664.1,1668.9,0.01K,0.54%
2013_1_11_,1673.1,1673.1,1654.2,1660,0.15K,-1.03%
2013_1_10_,1672.5,1673.8,1672.5,1677.3,0.01K,1.36%
2013_1_9_,1658.6,1662.1,1651.2,1654.8,0.01K,-0.40%
2013_1_8_,1647.7,1659.5,1647.7,1661.5,0.02K,0.97%
2013_1_7_,1656.5,1659.9,1643.8,1645.5,0.05K,-0.16%
2013_1_4_,1647,1658.3,1625.7,1648.1,0.20K,-1.53%
2013_1_3_,1686.1,1686.8,1662,1673.7,0.14K,-0.84%
2013_1_2_,1672.8,1693.8,1670,1687.9,0.04K,0.78%
2012_12_31_,1655.4,1677.1,1655.4,1674.8,0.09K,1.20%
2012_12_28_,1664,1664,1653.7,1654.9,0.20K,-0.46%
2012_12_27_,1656.2,1662.1,1656.2,1662.6,0.21K,0.17%
2012_12_26_,1654.5,1666.7,1654.5,1659.8,0.07K,0.07%
2012_12_24_,1657.7,1663.8,1654.9,1658.6,0.07K,-0.03%
2012_12_21_,1648,1656.7,1635.8,1659.1,0.08K,0.86%
2012_12_20_,1667.9,1671,1637.6,1644.9,0.16K,-1.30%
2012_12_19_,1675.3,1676,1664.6,1666.5,0.08K,-0.18%
2012_12_18_,1701.4,1702.8,1661,1669.5,0.50K,-1.62%
2012_12_17_,1690.5,1698.5,1689.5,1697,0.07K,0.07%
2012_12_14_,1698.3,1699.2,1694.4,1695.8,0.07K,0.01%
2012_12_13_,1707.2,1707.2,1689.9,1695.6,0.24K,-1.22%
2012_12_12_,1710.1,1722.3,1708,1716.6,0.20K,0.49%
2012_12_11_,1710,1714.1,1705.9,1708.2,0.09K,-0.28%
2012_12_10_,1704.2,1717,1704.2,1713,0.09K,0.53%
2012_12_7_,1701.2,1704.5,1684,1704,0.17K,0.22%
2012_12_6_,1694.3,1702.1,1686.4,1700.3,0.53K,0.47%
2012_12_5_,1697.1,1706,1685,1692.4,1.26K,-0.12%
2012_12_4_,1716.3,1716.8,1691.6,1694.4,1.43K,-1.47%
2012_12_3_,1714.9,1721.9,1714.5,1719.6,1.24K,0.51%
2012_11_30_,1725.2,1731.2,1708.4,1710.9,3.69K,-0.94%
2012_11_29_,1719.6,1729,1717.7,1727.2,65.60K,0.62%
2012_11_28_,1739.8,1739.8,1716.3,1716.5,0.01K,-1.48%
2012_11_27_,1746.4,1746.4,1745.2,1742.2,0.01K,-0.42%
2012_11_26_,1750.3,1750.5,1749.4,1749.5,0.02K,-0.10%
2012_11_23_,1735,1735,1735,1751.3,0.01K,1.35%
2012_11_21_,1725.8,1725.8,1725.8,1727.9,0.02K,0.27%
2012_11_20_,1730.6,1731.1,1722.5,1723.2,0.02K,-0.62%
2012_11_19_,1721.8,1731,1721.8,1734,-,1.15%
2012_11_16_,1710,1713.8,1706.9,1714.3,0.02K,0.06%
2012_11_15_,1724.9,1724.9,1706.3,1713.3,0.01K,-0.94%
2012_11_14_,1722,1727.7,1722,1729.5,0.01K,0.31%
2012_11_13_,1721.6,1728.2,1718.5,1724.2,0.01K,-0.35%
2012_11_12_,1733.2,1734.9,1733.2,1730.3,0.01K,0.00%
2012_11_9_,1733.7,1734.1,1727.6,1730.3,0.01K,0.28%
2012_11_8_,1715.9,1729.6,1714.2,1725.4,0.03K,0.71%
2012_11_7_,1707.7,1726.5,1703.7,1713.2,0.04K,-0.05%
2012_11_6_,1690.1,1718,1690.1,1714.1,0.05K,1.90%
2012_11_5_,1682.8,1683.1,1674.3,1682.2,0.01K,0.48%
2012_11_2_,1711.3,1711.3,1674.3,1674.1,0.05K,-2.33%
2012_11_1_,1722.3,1725.1,1714.9,1714.1,0.02K,-0.20%
2012_10_31_,1714.4,1724.5,1714.4,1717.5,0.06K,0.41%
2012_10_30_,1709.1,1714.4,1709,1710.5,0.37K,0.16%
2012_10_29_,1712,1712,1707,1707.7,0.01K,-0.19%
2012_10_26_,1706.1,1716.2,1706.1,1710.9,0.08K,-0.06%
2012_10_25_,1711.7,1716.7,1711.7,1712,0.03K,0.68%
2012_10_24_,1708.4,1708.5,1698.6,1700.5,0.03K,-0.46%
2012_10_23_,1726.6,1728.5,1708.4,1708.3,0.08K,-0.97%
2012_10_22_,1715,1728.3,1715,1725.1,0.01K,0.13%
2012_10_19_,1741.1,1741.1,1721,1722.8,0.07K,-1.18%
2012_10_18_,1749.1,1749.1,1740.5,1743.3,0.03K,-0.47%
2012_10_17_,1749.4,1750.7,1746,1751.5,0.04K,0.39%
2012_10_16_,1736.7,1744.4,1736.6,1744.7,0.02K,0.50%
2012_10_15_,1750,1750,1729.9,1736,0.11K,-1.25%
2012_10_12_,1769.5,1769.5,1753.6,1758,0.08K,-0.61%
2012_10_11_,1761.6,1771,1761.6,1768.8,0.03K,0.32%
2012_10_10_,1762.4,1764.2,1758.1,1763.2,0.03K,0.01%
2012_10_9_,1776.7,1776.7,1762.3,1763,0.02K,-0.59%
2012_10_8_,1778,1778,1766.8,1773.5,0.03K,-0.29%
2012_10_5_,1792.2,1792.2,1776.6,1778.6,0.26K,-0.86%
2012_10_4_,1783.5,1794.8,1783.5,1794.1,0.20K,0.95%
2012_10_3_,1772.2,1779.9,1771.9,1777.3,0.13K,0.26%
2012_10_2_,1777.9,1779.3,1773.1,1772.7,0.09K,-0.44%
2012_10_1_,1766,1791,1763.3,1780.5,0.82K,0.53%
2012_9_28_,1776.8,1782.2,1767.5,1771.1,2.84K,-0.37%
2012_9_27_,1752.6,1780.2,1750.7,1777.6,6.99K,1.54%
2012_9_26_,1762.8,1764.2,1737.6,1750.6,0.01K,-0.75%
2012_9_25_,1772.6,1772.7,1772.6,1763.8,0.01K,0.10%
2012_9_24_,1762.1,1762.1,1762.1,1762.1,-,-0.75%
2012_9_21_,1785.3,1785.3,1772.3,1775.5,0.01K,0.44%
2012_9_20_,1769.1,1771.3,1759.7,1767.7,0.02K,-0.07%
2012_9_19_,1776,1778.5,1768,1769,0.03K,0.03%
2012_9_18_,1766.3,1766.4,1766.3,1768.4,0.01K,0.04%
2012_9_17_,1774.8,1774.8,1753.8,1767.7,0.05K,-0.12%
2012_9_14_,1771,1774.5,1766,1769.8,0.03K,0.04%
2012_9_13_,1728.7,1767.5,1728.7,1769.1,0.03K,2.22%
2012_9_12_,1742.2,1742.3,1730.5,1730.6,0.02K,-0.07%
2012_9_11_,1736,1736,1735.8,1731.8,-,0.18%
2012_9_10_,1733.1,1733.5,1727.2,1728.7,0.01K,-0.51%
2012_9_7_,1696.7,1738.2,1696.7,1737.5,0.11K,2.05%
2012_9_6_,1696.4,1712.4,1696.4,1702.6,0.04K,0.70%
2012_9_5_,1690.4,1693.3,1690.4,1690.8,0.08K,-0.12%
2012_9_4_,1689.1,1698,1687.7,1692.9,0.04K,0.49%
2012_8_31_,1658.6,1690,1646.2,1684.6,0.06K,1.88%
2012_8_30_,1655.4,1662,1650.7,1653.5,0.42K,-0.38%
2012_8_29_,1667.2,1667.3,1665.2,1659.8,0.04K,-0.40%
2012_8_28_,1659.9,1671,1659.2,1666.5,0.05K,-0.35%
2012_8_27_,1674.9,1675.4,1663.9,1672.4,0.04K,0.16%
2012_8_24_,1665.8,1669.6,1662.2,1669.8,0.02K,0.01%
2012_8_23_,1659.9,1672.7,1658,1669.6,0.14K,1.97%
2012_8_22_,1638.4,1653.1,1635,1637.4,0.04K,-0.15%
2012_8_21_,1620,1639,1620,1639.9,0.26K,1.22%
2012_8_20_,1614,1621.4,1611.6,1620.1,0.07K,0.24%
2012_8_17_,1617.8,1617.8,1611.4,1616.3,0.25K,0.01%
2012_8_16_,1600.2,1615.7,1600.2,1616.1,0.20K,0.77%
2012_8_15_,1593.8,1604.6,1592,1603.7,0.28K,0.27%
2012_8_14_,1612.8,1615.6,1591.2,1599.4,0.91K,-0.63%
2012_8_13_,1622,1623.7,1607.3,1609.6,0.40K,-0.62%
2012_8_10_,1615.8,1624.1,1605,1619.7,1.22K,0.16%
2012_8_9_,1612.8,1617.1,1610.1,1617.1,0.43K,0.26%
2012_8_8_,1610.2,1614.8,1603,1612.9,0.34K,0.20%
2012_8_7_,1610.8,1615.7,1609,1609.7,0.45K,-0.20%
2012_8_6_,1604.7,1614.1,1603.2,1612.9,0.66K,0.43%
2012_8_3_,1589.3,1605.7,1585.1,1606,0.68K,1.17%
2012_8_2_,1600,1615,1583.1,1587.4,0.93K,-1.02%
2012_8_1_,1613.4,1617.6,1592,1603.7,3.53K,-0.42%
2012_7_31_,1621.1,1627.5,1610,1610.5,6.28K,-0.57%
2012_7_30_,1622.9,1625.8,1613.1,1619.7,52.89K,0.11%
2012_7_27_,1613.4,1613.4,1613.4,1617.9,0.06K,0.18%
2012_7_26_,1614.9,1614.9,1614.1,1615,0.01K,0.44%
2012_7_25_,1583.7,1603.9,1583.3,1608,0.01K,2.03%
2012_7_24_,1574,1581.9,1574,1576,0.01K,-0.07%
2012_7_23_,1571.7,1572,1569.8,1577.1,-,-0.34%
2012_7_20_,1583.9,1584.4,1576.1,1582.5,0.01K,0.15%
2012_7_19_,1580,1586.9,1578.4,1580.1,0.06K,0.62%
2012_7_18_,1581.2,1583.7,1569.9,1570.4,0.03K,-1.18%
2012_7_17_,1596,1596,1576.3,1589.1,0.03K,-0.13%
2012_7_16_,1586.2,1589.7,1585.8,1591.2,0.01K,-0.03%
2012_7_13_,1567.8,1594.1,1567.8,1591.6,0.03K,1.71%
2012_7_12_,1569.3,1574.7,1557.2,1564.9,0.04K,-0.65%
2012_7_11_,1577.4,1579.5,1575.3,1575.2,0.01K,-0.26%
2012_7_10_,1599.2,1599.8,1567.6,1579.3,0.01K,-0.59%
2012_7_9_,1582.1,1582.1,1580.9,1588.6,0.01K,0.65%
2012_7_6_,1592.3,1593.8,1587,1578.4,0.02K,-1.90%
2012_7_5_,1618.5,1619.2,1598,1608.9,0.03K,-0.76%
2012_7_3_,1603.8,1624,1603.8,1621.3,0.04K,1.51%
2012_7_2_,1597.1,1598.3,1589.7,1597.2,0.04K,-0.39%
2012_6_29_,1562.6,1600.4,1561.9,1603.5,0.06K,3.47%
2012_6_28_,1573.7,1573.7,1548.4,1549.7,0.13K,-1.76%
2012_6_27_,1567,1571.6,1563,1577.5,0.05K,0.22%
2012_6_26_,1583.5,1583.5,1567.7,1574,0.10K,-0.85%
2012_6_25_,1574.9,1587.3,1571,1587.5,0.03K,1.37%
2012_6_22_,1565.5,1569.3,1560,1566,0.02K,0.10%
2012_6_21_,1603.2,1603.3,1565.5,1564.5,0.03K,-3.11%
2012_6_20_,1618.3,1618.3,1598.6,1614.8,0.14K,-0.46%
2012_6_19_,1629.8,1630.7,1622,1622.2,0.03K,-0.22%
2012_6_18_,1622.6,1627.6,1615,1625.7,0.25K,-0.08%
2012_6_15_,1624.3,1630,1621.5,1627,1.02K,0.53%
2012_6_14_,1621.2,1626.4,1610.1,1618.4,0.49K,0.02%
2012_6_13_,1608.2,1622.4,1608.2,1618.1,0.66K,0.33%
2012_6_12_,1594.1,1612.8,1588.5,1612.7,0.52K,1.08%
2012_6_11_,1608,1608,1583,1595.5,0.13K,0.34%
2012_6_8_,1589.9,1593.9,1566.5,1590.1,0.16K,0.22%
2012_6_7_,1622.6,1627.2,1581.9,1586.6,1.20K,-2.83%
2012_6_6_,1619.7,1639.7,1616.5,1632.8,0.42K,1.09%
2012_6_5_,1619.3,1622.7,1612.9,1615.2,0.60K,0.19%
2012_6_4_,1623,1627.9,1609,1612.2,2.13K,-0.51%
2012_6_1_,1560,1630,1545.5,1620.5,2.82K,3.71%
2012_5_31_,1562.7,1572.6,1551.8,1562.6,5.90K,-0.05%
2012_5_30_,1553.9,1569,1530.4,1563.4,79.89K,0.96%
2012_5_29_,1574.7,1582.5,1574.7,1548.6,0.01K,-1.29%
2012_5_25_,1558.2,1568,1557.3,1568.8,0.01K,0.74%
2012_5_24_,1559,1569.4,1551.5,1557.3,0.02K,0.59%
2012_5_23_,1538.2,1538.2,1534.4,1548.1,0.01K,-1.79%
2012_5_22_,1575.7,1591.1,1568.4,1576.3,0.03K,-0.76%
2012_5_21_,1591.9,1594.1,1591.9,1588.4,0.03K,-0.20%
2012_5_18_,1573.7,1590.8,1568.2,1591.6,0.03K,1.09%
