Date,Open,High,Low,Close,Volume,Adj Close
2016-05-31,20617.330078,20974.710938,20617.330078,20815.089844,3129577600,20815.089844
2016-05-30,20523.669922,20765.609375,20465.839844,20629.390625,1793022000,20629.390625
2016-05-27,20425.00,20620.150391,20290.839844,20576.769531,1611353900,20576.769531
2016-05-26,20373.480469,20404.730469,20249.960938,20397.109375,1347013200,20397.109375
2016-05-25,20156.759766,20379.660156,20156.759766,20368.050781,2040761200,20368.050781
2016-05-24,19828.019531,19870.160156,19712.669922,19830.429688,1174095900,19830.429688
2016-05-23,19788.130859,19955.029297,19750.619141,19809.029297,1086593700,19809.029297
2016-05-20,19631.710938,19954.330078,19631.710938,19852.199219,1247729300,19852.199219
2016-05-19,19729.630859,19793.460938,19646.349609,19694.330078,1148089000,19694.330078
2016-05-18,19862.419922,19923.830078,19749.289062,19826.410156,1351584400,19826.410156
2016-05-17,19987.240234,20145.769531,19847.699219,20118.800781,1568659300,20118.800781
2016-05-16,19711.769531,19998.759766,19705.910156,19883.949219,1486067400,19883.949219
2016-05-13,19843.490234,19881.910156,19594.609375,19719.289062,1758498600,19719.289062
2016-05-12,20100.50,20100.50,19863.619141,19915.460938,1150409200,19915.460938
2016-05-11,20347.759766,20347.759766,20008.919922,20055.289062,1337926500,20055.289062
2016-05-10,19962.429688,20294.460938,19962.429688,20242.679688,1446925800,20242.679688
2016-05-09,20279.900391,20303.189453,20125.779297,20156.810547,1323285400,20156.810547
2016-05-06,20357.449219,20377.939453,20058.769531,20109.869141,1725801800,20109.869141
2016-05-05,20363.859375,20534.759766,20342.75,20449.820312,1354977100,20449.820312
2016-05-04,20556.50,20580.380859,20411.410156,20525.830078,1555895400,20525.830078
2016-05-03,21061.769531,21061.769531,20668.369141,20676.939453,1707676400,20676.939453
2016-04-29,21215.199219,21235.390625,21023.769531,21067.050781,1603138400,21067.050781
2016-04-28,21488.960938,21654.070312,21255.419922,21388.029297,1684154400,21388.029297
2016-04-27,21372.330078,21442.509766,21277.039062,21361.599609,1247249600,21361.599609
2016-04-26,21380.019531,21419.919922,21080.880859,21407.269531,1346786700,21407.269531
2016-04-25,21408.560547,21430.570312,21254.460938,21304.439453,1199972500,21304.439453
2016-04-22,21448.150391,21495.789062,21358.529297,21467.039062,1282700700,21467.039062
2016-04-21,21406.400391,21634.740234,21331.589844,21622.25,1709117600,21622.25
2016-04-20,21452.820312,21452.820312,21103.339844,21236.310547,1716745600,21236.310547
2016-04-19,21438.130859,21459.039062,21259.169922,21436.210938,1462091100,21436.210938
2016-04-18,21129.679688,21172.00,21002.769531,21161.50,1426843200,21161.50
2016-04-15,21374.650391,21423.060547,21234.119141,21316.470703,1413648900,21316.470703
2016-04-14,21456.609375,21511.080078,21266.210938,21337.810547,2054279800,21337.810547
2016-04-13,20739.339844,21171.289062,20716.910156,21158.710938,2500342000,21158.710938
2016-04-12,20440.720703,20546.429688,20407.820312,20504.439453,997121600,20504.439453
2016-04-11,20255.839844,20550.949219,20240.689453,20440.810547,1234203400,20440.810547
2016-04-08,20061.599609,20370.439453,20045.470703,20370.400391,1435612200,20370.400391
2016-04-07,20297.820312,20370.519531,20165.759766,20266.050781,1493940300,20266.050781
2016-04-06,20100.00,20249.839844,20100.00,20206.669922,1338272400,20206.669922
2016-04-05,20311.859375,20311.859375,20116.869141,20177.00,1876707600,20177.00
2016-04-04,20786.179688,20786.179688,20455.410156,20498.919922,1684118200,20498.919922
2016-04-01,20786.179688,20786.179688,20455.410156,20498.919922,1633594800,20498.919922
2016-03-31,20811.460938,20872.550781,20689.220703,20776.699219,1781006800,20776.699219
2016-03-30,20545.439453,20820.730469,20541.070312,20803.390625,2058668600,20803.390625
2016-03-29,20386.320312,20386.320312,20250.150391,20366.300781,1303869800,20366.300781
2016-03-24,20450.689453,20499.400391,20268.529297,20345.609375,1460918200,20345.609375
2016-03-23,20629.400391,20693.480469,20513.609375,20615.230469,1185399100,20615.230469
2016-03-22,20765.070312,20765.070312,20576.800781,20666.75,1303372700,20666.75
2016-03-21,20738.25,20772.460938,20618.560547,20684.150391,1520109900,20684.150391
2016-03-18,20599.189453,20687.970703,20514.970703,20671.630859,2091585400,20671.630859
2016-03-17,20580.060547,20619.339844,20435.650391,20503.810547,1696007800,20503.810547
2016-03-16,20339.900391,20383.199219,20168.740234,20257.699219,1213704800,20257.699219
2016-03-15,20298.150391,20366.560547,20254.589844,20288.769531,1193143900,20288.769531
2016-03-14,20371.589844,20512.029297,20328.880859,20435.339844,1722861600,20435.339844
2016-03-11,19900.669922,20238.720703,19853.630859,20199.599609,1970725600,20199.599609
2016-03-10,20055.419922,20184.230469,19923.539062,19984.419922,1384555000,19984.419922
2016-03-09,19898.740234,20005.410156,19818.419922,19996.259766,1202836200,19996.259766
2016-03-08,20132.099609,20137.730469,19902.75,20011.580078,1449306300,20011.580078
2016-03-07,20306.089844,20331.689453,20095.630859,20159.720703,1930240800,20159.720703
2016-03-04,20052.099609,20200.380859,19977.429688,20176.699219,1907805200,20176.699219
2016-03-03,20082.009766,20082.009766,19791.599609,19941.759766,1761676000,19941.759766
2016-03-02,19788.169922,20058.119141,19783.919922,20003.490234,2455833600,20003.490234
2016-03-01,19259.990234,19420.00,19108.300781,19407.460938,1473881700,19407.460938
2016-02-29,19366.169922,19377.720703,19053.779297,19111.929688,1270443900,19111.929688
2016-02-26,19179.949219,19436.710938,19122.560547,19364.150391,1633549100,19364.150391
2016-02-25,19215.490234,19215.490234,18867.699219,18888.75,1395869600,18888.75
2016-02-24,19282.339844,19360.800781,19060.160156,19192.449219,1302717300,19192.449219
2016-02-23,19506.939453,19519.849609,19328.259766,19414.779297,1225027600,19414.779297
2016-02-22,19374.240234,19524.970703,19374.240234,19464.089844,1207462000,19464.089844
2016-02-19,19238.429688,19342.029297,19210.650391,19285.50,1268689800,19285.50
2016-02-18,19409.210938,19436.390625,19266.220703,19363.080078,1843924000,19363.080078
2016-02-17,19198.179688,19308.539062,18909.060547,18924.570312,1689473600,18924.570312
2016-02-16,19013.740234,19260.669922,18974.599609,19122.080078,1869161200,19122.080078
2016-02-15,18668.869141,18937.060547,18668.869141,18918.140625,1729340000,18918.140625
2016-02-12,18278.800781,18482.330078,18278.800781,18319.580078,2019813200,18319.580078
2016-02-11,18486.929688,18627.509766,18446.560547,18545.800781,1868442400,18545.800781
2016-02-05,19287.359375,19397.880859,19230.00,19288.169922,1264808100,19288.169922
2016-02-04,19190.359375,19338.369141,19166.179688,19183.089844,1556986500,19183.089844
2016-02-03,18910.880859,19032.710938,18764.820312,18991.589844,2126513200,18991.589844
2016-02-02,19474.869141,19628.570312,19403.490234,19446.839844,1783516400,19446.839844
2016-02-01,19770.960938,19770.960938,19444.259766,19595.50,1596458400,19595.50
2016-01-29,19138.419922,19709.990234,19130.589844,19683.109375,2350176600,19683.109375
2016-01-28,19093.769531,19223.589844,18982.220703,19195.830078,1941781800,19195.830078
2016-01-27,19211.859375,19216.990234,18931.339844,19052.449219,1929850800,19052.449219
2016-01-26,19068.839844,19098.070312,18811.830078,18860.800781,1873245200,18860.800781
2016-01-25,19341.410156,19490.269531,19291.910156,19340.140625,1776766600,19340.140625
2016-01-22,19000.789062,19152.800781,18769.609375,19080.509766,2388446600,19080.509766
2016-01-21,19079.130859,19238.269531,18534.300781,18542.150391,2608444800,18542.150391
2016-01-20,19332.220703,19332.220703,18833.880859,18886.300781,2459536800,18886.300781
2016-01-19,19283.570312,19647.75,19204.220703,19635.810547,1825360000,19635.810547
2016-01-18,19287.380859,19439.490234,19195.560547,19237.449219,2038630400,19237.449219
2016-01-15,19781.460938,19828.929688,19500.380859,19520.769531,1932607600,19520.769531
2016-01-14,19578.919922,19893.880859,19509.080078,19817.410156,1783215200,19817.410156
2016-01-13,20028.859375,20234.779297,19850.730469,19934.880859,1787070400,19934.880859
2016-01-12,20030.029297,20130.800781,19694.990234,19711.759766,1834357200,19711.759766
2016-01-11,19997.419922,20068.779297,19865.179688,19888.50,2127840400,19888.50
2016-01-08,20491.880859,20596.419922,20324.619141,20453.710938,2078133200,20453.710938
2016-01-07,20772.599609,20826.439453,20323.970703,20333.339844,2982003800,20333.339844
2016-01-06,21142.630859,21199.619141,20947.300781,20980.810547,1651083400,20980.810547
2016-01-05,21318.689453,21452.740234,21095.900391,21188.720703,1484745100,21188.720703
2016-01-04,21782.619141,21794.839844,21227.609375,21327.119141,1712094800,21327.119141
2015-12-31,21892.25,21970.330078,21864.119141,21914.400391,510189800,21914.400391
2015-12-30,22094.589844,22114.560547,21868.029297,21882.150391,1058882700,21882.150391
2015-12-29,21923.269531,22024.279297,21881.710938,21999.619141,766776200,21999.619141
2015-12-28,22151.730469,22151.730469,21880.509766,21919.619141,874126000,21919.619141
2015-12-24,22207.820312,22217.449219,22128.720703,22138.130859,712784400,22138.130859
2015-12-23,21869.400391,22103.630859,21846.480469,22040.589844,1053086500,22040.589844
2015-12-22,21846.900391,21870.310547,21750.740234,21830.019531,916724900,21830.019531
2015-12-21,21641.169922,21871.220703,21641.169922,21791.679688,1302760700,21791.679688
2015-12-18,21656.560547,21956.490234,21625.820312,21755.560547,1774171000,21755.560547
2015-12-17,21841.089844,22005.189453,21763.759766,21872.060547,1604958700,21872.060547
2015-12-16,21557.730469,21772.789062,21557.730469,21701.210938,1645623800,21701.210938
2015-12-15,21215.539062,21442.210938,21215.539062,21274.369141,1575316200,21274.369141
2015-12-14,21063.279297,21378.189453,21010.259766,21309.849609,1716020200,21309.849609
2015-12-11,21719.169922,21731.390625,21440.699219,21464.050781,1399114000,21464.050781
2015-12-10,21714.230469,21880.189453,21668.119141,21704.609375,1589431100,21704.609375
2015-12-09,21773.769531,21872.330078,21755.689453,21803.759766,1365939700,21803.759766
2015-12-08,22058.550781,22058.550781,21765.619141,21905.130859,1812299200,21905.130859
2015-12-07,22336.320312,22352.25,22200.550781,22203.220703,1290311100,22203.220703
2015-12-04,22142.109375,22242.490234,22108.460938,22235.890625,1607921200,22235.890625
2015-12-03,22327.039062,22485.25,22327.039062,22417.009766,1271068600,22417.009766
2015-12-02,22471.349609,22563.470703,22368.660156,22479.689453,1671129200,22479.689453
2015-12-01,22197.810547,22477.509766,22143.570312,22381.349609,1984283400,22381.349609
2015-11-30,21974.849609,22195.349609,21907.449219,21996.419922,000,21996.419922
2015-11-27,22555.419922,22555.419922,22051.009766,22068.320312,2044748800,22068.320312
2015-11-26,22749.599609,22787.50,22453.689453,22488.939453,1128427600,22488.939453
2015-11-25,22533.529297,22617.210938,22436.009766,22498.00,1513214100,22498.00
2015-11-24,22593.089844,22629.75,22433.509766,22587.630859,1194757000,22587.630859
2015-11-23,22760.050781,22802.710938,22619.679688,22665.900391,1075994800,22665.900391
2015-11-20,22510.449219,22790.070312,22412.029297,22754.720703,1230928400,22754.720703
2015-11-19,22423.880859,22559.060547,22416.00,22500.220703,1381484300,22500.220703
2015-11-18,22331.769531,22349.730469,22163.279297,22188.259766,1211467800,22188.259766
2015-11-17,22315.179688,22497.330078,22243.960938,22264.25,1627705000,22264.25
2015-11-16,21958.279297,22127.380859,21958.279297,22010.820312,1816444000,22010.820312
2015-11-13,22494.089844,22519.330078,22318.619141,22396.140625,2002495600,22396.140625
2015-11-12,22477.599609,22980.970703,22454.960938,22888.919922,1844259200,22888.919922
2015-11-11,22394.150391,22479.460938,22324.410156,22352.169922,1419265500,22352.169922
2015-11-10,22505.699219,22534.919922,22339.689453,22401.699219,1796811200,22401.699219
2015-11-09,22753.509766,22970.830078,22689.259766,22726.769531,1544945200,22726.769531
2015-11-06,22914.199219,22922.789062,22791.910156,22867.330078,1394990300,22867.330078
2015-11-05,23045.099609,23180.269531,22960.619141,23051.039062,1502715700,23051.039062
2015-11-04,22737.439453,23342.070312,22737.439453,23053.570312,2604074000,23053.570312
2015-11-03,22603.150391,22697.00,22560.169922,22568.429688,1469567800,22568.429688
2015-11-02,22502.279297,22605.800781,22332.710938,22370.039062,000,22370.039062
2015-10-30,22785.859375,22847.160156,22612.560547,22640.039062,1537138400,22640.039062
2015-10-29,23054.529297,23054.529297,22811.320312,22819.939453,1759025000,22819.939453
2015-10-28,23070.699219,23120.25,22923.660156,22956.570312,1377130700,22956.570312
