Date,Open,High,Low,Close,Change
2014_8_28_,1.2619,1.2626,1.2577,1.2615,0.00%
2014_8_27_,1.2596,1.2625,1.2568,1.2615,0.16%
2014_8_26_,1.2592,1.2614,1.2556,1.2595,0.02%
2014_8_25_,1.2554,1.2607,1.2508,1.2592,-0.02%
2014_8_22_,1.2596,1.2614,1.2576,1.2595,-0.01%
2014_8_21_,1.2624,1.2626,1.2572,1.2596,-0.22%
2014_8_20_,1.2621,1.2648,1.2588,1.2624,0.02%
2014_8_19_,1.2614,1.2635,1.2564,1.2622,0.06%
2014_8_18_,1.2608,1.2625,1.2597,1.2614,0.02%
2014_8_15_,1.2597,1.2618,1.2579,1.2611,0.11%
2014_8_14_,1.2596,1.2609,1.2587,1.2597,0.01%
2014_8_13_,1.2587,1.2627,1.2573,1.2596,0.09%
2014_8_12_,1.2595,1.2608,1.2577,1.2585,-0.08%
2014_8_11_,1.2586,1.2605,1.2584,1.2595,0.02%
2014_8_8_,1.2576,1.26,1.2552,1.2592,0.13%
2014_8_7_,1.2573,1.2609,1.2568,1.2576,0.02%
2014_8_6_,1.2552,1.2586,1.255,1.2573,0.17%
2014_8_5_,1.2544,1.2568,1.2539,1.2552,0.06%
2014_8_4_,1.254,1.2571,1.253,1.2544,0.00%
2014_8_1_,1.2553,1.2575,1.2532,1.2544,-0.07%
2014_7_31_,1.2558,1.257,1.2544,1.2553,-0.04%
2014_7_30_,1.2539,1.2572,1.2535,1.2558,0.15%
2014_7_29_,1.2525,1.2579,1.2522,1.2539,0.11%
2014_7_28_,1.2514,1.2577,1.2514,1.2525,0.07%
2014_7_25_,1.2511,1.2526,1.2495,1.2516,0.04%
2014_7_24_,1.2506,1.2524,1.2493,1.2511,0.04%
2014_7_23_,1.2481,1.2512,1.2481,1.2506,0.20%
2014_7_22_,1.2481,1.2507,1.248,1.2481,-0.01%
2014_7_21_,1.2492,1.251,1.2477,1.2482,-0.04%
2014_7_18_,1.2497,1.2505,1.2471,1.2487,-0.10%
2014_7_17_,1.2492,1.2505,1.2485,1.25,0.06%
2014_7_16_,1.2483,1.2501,1.2445,1.2492,0.06%
2014_7_15_,1.2489,1.2496,1.247,1.2484,-0.04%
2014_7_14_,1.2487,1.2499,1.2478,1.2489,-0.02%
2014_7_11_,1.2496,1.2498,1.2479,1.2492,-0.03%
2014_7_10_,1.2529,1.2534,1.2486,1.2496,-0.26%
2014_7_9_,1.2498,1.2529,1.2489,1.2529,0.24%
2014_7_8_,1.249,1.2506,1.2483,1.2499,0.07%
2014_7_7_,1.2488,1.2504,1.2485,1.249,-0.02%
2014_7_4_,1.2475,1.25,1.2433,1.2492,0.12%
2014_7_3_,1.2475,1.2496,1.2453,1.2477,0.02%
2014_7_2_,1.2495,1.2503,1.2463,1.2475,-0.16%
2014_7_1_,1.2492,1.2533,1.2485,1.2495,0.02%
2014_6_30_,1.2461,1.2508,1.246,1.2492,0.21%
2014_6_27_,1.2455,1.2474,1.2452,1.2466,0.10%
2014_6_26_,1.2433,1.2464,1.243,1.2453,0.16%
2014_6_25_,1.244,1.2444,1.242,1.2433,-0.05%
2014_6_24_,1.2465,1.2466,1.2422,1.2439,-0.20%
2014_6_23_,1.2452,1.2471,1.2439,1.2464,0.07%
2014_6_20_,1.2442,1.2462,1.2427,1.2455,0.10%
2014_6_19_,1.2438,1.2459,1.2432,1.2443,0.01%
2014_6_18_,1.245,1.2452,1.2432,1.2442,-0.06%
2014_6_17_,1.2449,1.2467,1.2429,1.245,0.02%
2014_6_16_,1.2479,1.2495,1.2441,1.2448,-0.27%
2014_6_13_,1.2467,1.2504,1.2463,1.2482,0.12%
2014_6_12_,1.2448,1.2477,1.2434,1.2467,0.14%
2014_6_11_,1.2453,1.2458,1.2437,1.2449,-0.02%
2014_6_10_,1.2425,1.2461,1.2388,1.2452,0.22%
2014_6_9_,1.2418,1.2435,1.2412,1.2425,0.19%
2014_6_6_,1.2439,1.2439,1.2389,1.2402,-0.30%
2014_6_5_,1.2405,1.2443,1.2372,1.2439,0.27%
2014_6_4_,1.2397,1.2422,1.2389,1.2405,0.06%
2014_6_3_,1.241,1.2415,1.2387,1.2397,-0.10%
2014_6_2_,1.2403,1.2435,1.2401,1.241,0.02%
2014_5_30_,1.2428,1.2434,1.2401,1.2407,-0.17%
2014_5_29_,1.24,1.2437,1.2371,1.2428,0.23%
2014_5_28_,1.2396,1.2413,1.2378,1.24,0.03%
2014_5_27_,1.2435,1.2441,1.2391,1.2396,-0.32%
2014_5_26_,1.2431,1.2444,1.2418,1.2436,0.01%
2014_5_23_,1.2433,1.2442,1.2416,1.2435,0.02%
2014_5_22_,1.2436,1.2445,1.2426,1.2433,-0.02%
2014_5_21_,1.243,1.2445,1.2414,1.2435,0.04%
2014_5_20_,1.243,1.2437,1.2419,1.243,-0.01%
2014_5_19_,1.2446,1.2455,1.241,1.2431,-0.02%
2014_5_16_,1.2444,1.2497,1.2427,1.2434,-0.08%
2014_5_15_,1.2445,1.2458,1.2433,1.2444,-0.01%
2014_5_14_,1.2445,1.2457,1.2432,1.2445,-0.01%
2014_5_13_,1.2427,1.2461,1.242,1.2446,0.14%
2014_5_12_,1.2448,1.2448,1.2402,1.2428,-0.16%
2014_5_9_,1.2447,1.2462,1.2348,1.2448,0.01%
2014_5_8_,1.2434,1.2463,1.2413,1.2447,0.10%
2014_5_7_,1.2452,1.2466,1.2424,1.2434,-0.14%
2014_5_6_,1.2413,1.246,1.2411,1.2452,0.31%
2014_5_5_,1.2386,1.2426,1.2386,1.2413,0.21%
2014_5_2_,1.2386,1.2421,1.2372,1.2387,0.00%
2014_5_1_,1.2387,1.244,1.2378,1.2387,0.01%
2014_4_30_,1.239,1.2404,1.2337,1.2386,-0.03%
2014_4_29_,1.2398,1.2406,1.2378,1.239,-0.06%
2014_4_28_,1.2403,1.2415,1.238,1.2398,0.00%
2014_4_25_,1.2404,1.2419,1.239,1.2398,-0.06%
2014_4_24_,1.2428,1.2434,1.24,1.2405,-0.19%
2014_4_23_,1.2429,1.2437,1.2414,1.2428,-0.01%
2014_4_22_,1.2447,1.2448,1.2412,1.2429,-0.14%
2014_4_21_,1.2435,1.2468,1.241,1.2447,0.11%
2014_4_18_,1.2464,1.2468,1.243,1.2433,-0.25%
2014_4_17_,1.2466,1.2483,1.2451,1.2464,-0.03%
2014_4_16_,1.2462,1.2477,1.2454,1.2468,0.05%
2014_4_15_,1.2468,1.2474,1.2452,1.2462,-0.05%
2014_4_14_,1.2444,1.2492,1.2433,1.2468,-0.11%
2014_4_11_,1.248,1.2497,1.2474,1.2482,0.03%
2014_4_10_,1.2503,1.2553,1.2472,1.2478,-0.21%
2014_4_9_,1.2513,1.2538,1.2482,1.2504,-0.07%
2014_4_8_,1.2483,1.2523,1.248,1.2513,0.24%
2014_4_7_,1.2487,1.2494,1.2476,1.2483,-0.06%
2014_4_4_,1.249,1.2502,1.245,1.2491,0.01%
2014_4_3_,1.2481,1.2518,1.2471,1.249,0.07%
2014_4_2_,1.2495,1.2517,1.2481,1.2481,-0.11%
2014_4_1_,1.2476,1.2516,1.2454,1.2495,0.15%
2014_3_31_,1.2506,1.2513,1.2456,1.2476,-0.07%
2014_3_28_,1.2487,1.2501,1.2467,1.2485,-0.02%
2014_3_27_,1.2492,1.2504,1.2477,1.2487,-0.03%
2014_3_26_,1.2506,1.2521,1.2478,1.2491,-0.10%
2014_3_25_,1.2518,1.2588,1.2481,1.2503,-0.13%
2014_3_24_,1.2464,1.253,1.2455,1.2519,0.47%
2014_3_21_,1.2468,1.2483,1.2455,1.246,-0.06%
2014_3_20_,1.2528,1.2539,1.244,1.2468,-0.48%
2014_3_19_,1.2543,1.2546,1.2515,1.2528,-0.11%
2014_3_18_,1.257,1.2612,1.2524,1.2542,-0.22%
2014_3_17_,1.2648,1.2655,1.2561,1.257,-0.49%
2014_3_14_,1.2656,1.2657,1.2615,1.2632,-0.18%
2014_3_13_,1.2632,1.2706,1.263,1.2655,0.17%
2014_3_12_,1.2642,1.2648,1.2625,1.2634,-0.08%
2014_3_11_,1.2642,1.2658,1.2629,1.2644,0.00%
2014_3_10_,1.2672,1.2677,1.2628,1.2644,-0.21%
2014_3_7_,1.2683,1.2715,1.2644,1.2671,-0.11%
2014_3_6_,1.2663,1.2705,1.2657,1.2685,0.17%
2014_3_5_,1.2636,1.2684,1.263,1.2663,0.22%
2014_3_4_,1.2627,1.2642,1.2603,1.2635,0.06%
2014_3_3_,1.2601,1.2657,1.2598,1.2627,0.04%
2014_2_28_,1.2664,1.2669,1.2572,1.2622,-0.33%
2014_2_27_,1.2669,1.2679,1.2651,1.2664,-0.04%
2014_2_26_,1.2674,1.2681,1.2652,1.2669,-0.02%
2014_2_25_,1.2723,1.2727,1.2663,1.2672,-0.40%
2014_2_24_,1.273,1.2737,1.2713,1.2723,-0.05%
2014_2_21_,1.2749,1.2749,1.2713,1.273,-0.16%
2014_2_20_,1.2761,1.277,1.2728,1.275,-0.07%
2014_2_19_,1.278,1.2796,1.2754,1.2759,-0.16%
2014_2_18_,1.2788,1.2795,1.2774,1.278,-0.07%
2014_2_17_,1.279,1.2799,1.2767,1.2789,0.06%
2014_2_14_,1.279,1.2801,1.2774,1.2781,-0.07%
2014_2_13_,1.2795,1.2808,1.2778,1.279,-0.04%
2014_2_12_,1.2796,1.2805,1.2782,1.2795,-0.02%
2014_2_11_,1.28,1.2812,1.2788,1.2797,-0.02%
2014_2_10_,1.2778,1.281,1.2777,1.28,0.06%
2014_2_7_,1.2803,1.2834,1.277,1.2792,-0.10%
2014_2_6_,1.2807,1.2819,1.2781,1.2805,-0.01%
2014_2_5_,1.2809,1.2818,1.2788,1.2806,-0.02%
2014_2_4_,1.2812,1.2819,1.2799,1.2809,-0.03%
2014_2_3_,1.2751,1.2825,1.2744,1.2813,0.03%
2014_1_31_,1.2814,1.2824,1.2797,1.2809,-0.05%
2014_1_30_,1.2819,1.283,1.2804,1.2815,-0.03%
2014_1_29_,1.2829,1.2839,1.2805,1.2819,-0.09%
2014_1_28_,1.2843,1.2844,1.2822,1.2831,-0.09%
2014_1_27_,1.2844,1.285,1.2827,1.2842,0.07%
2014_1_24_,1.2818,1.285,1.2813,1.2833,0.12%
2014_1_23_,1.282,1.2832,1.2807,1.2817,-0.02%
2014_1_22_,1.2813,1.2831,1.2809,1.2819,0.03%
2014_1_21_,1.2817,1.2831,1.2808,1.2815,-0.02%
2014_1_20_,1.2754,1.2825,1.2735,1.2817,-0.04%
2014_1_17_,1.2804,1.2846,1.2801,1.2822,0.14%
2014_1_16_,1.2819,1.2846,1.2789,1.2804,-0.12%
2014_1_15_,1.2836,1.2839,1.2796,1.2819,-0.13%
2014_1_14_,1.2833,1.2846,1.2824,1.2836,0.02%
2014_1_13_,1.2822,1.2841,1.2808,1.2833,0.10%
2014_1_10_,1.281,1.2873,1.2765,1.282,0.08%
2014_1_9_,1.281,1.2821,1.2792,1.281,0.00%
2014_1_8_,1.2814,1.284,1.2804,1.281,-0.03%
2014_1_7_,1.2809,1.2825,1.2793,1.2814,0.04%
2014_1_6_,1.282,1.2821,1.2751,1.2809,-0.03%
2014_1_3_,1.2814,1.2832,1.2803,1.2813,-0.01%
2014_1_2_,1.2825,1.2834,1.2805,1.2814,-0.08%
2014_1_1_,1.2821,1.2833,1.2807,1.2824,0.02%
2013_12_31_,1.2796,1.2821,1.2784,1.2821,0.20%
2013_12_30_,1.279,1.2807,1.2656,1.2796,0.07%
2013_12_27_,1.2789,1.2855,1.2765,1.2787,-0.02%
2013_12_26_,1.2766,1.2794,1.2761,1.2789,0.20%
2013_12_25_,1.2777,1.2808,1.2759,1.2763,-0.11%
2013_12_24_,1.2774,1.2781,1.2762,1.2777,0.02%
2013_12_23_,1.2775,1.2812,1.2752,1.2774,0.03%
2013_12_20_,1.2772,1.2781,1.2762,1.277,-0.01%
2013_12_19_,1.2774,1.2782,1.2754,1.2771,-0.01%
2013_12_18_,1.277,1.2793,1.2722,1.2772,0.02%
2013_12_17_,1.2773,1.2779,1.275,1.277,-0.03%
2013_12_16_,1.2772,1.2792,1.2755,1.2774,-0.01%
2013_12_13_,1.2772,1.2782,1.2761,1.2775,0.02%
2013_12_12_,1.277,1.2785,1.2757,1.2772,0.02%
2013_12_11_,1.2774,1.2781,1.276,1.277,-0.04%
2013_12_10_,1.2769,1.2785,1.276,1.2775,0.03%
2013_12_9_,1.2756,1.2778,1.2744,1.2771,0.13%
2013_12_6_,1.2726,1.2762,1.2716,1.2754,0.21%
2013_12_5_,1.2728,1.2741,1.2708,1.2727,-0.02%
2013_12_4_,1.2726,1.2738,1.2692,1.2729,0.03%
2013_12_3_,1.2724,1.2737,1.2712,1.2725,0.01%
2013_12_2_,1.272,1.2744,1.2714,1.2724,-0.02%
2013_11_29_,1.2728,1.2744,1.2714,1.2726,-0.02%
2013_11_28_,1.2727,1.2735,1.2714,1.2728,0.02%
2013_11_27_,1.2724,1.2734,1.2703,1.2726,0.02%
2013_11_26_,1.273,1.274,1.2708,1.2724,-0.03%
2013_11_25_,1.2717,1.2743,1.2702,1.2728,0.04%
2013_11_22_,1.2719,1.2737,1.2714,1.2723,0.04%
2013_11_21_,1.2721,1.2745,1.2705,1.2718,-0.02%
2013_11_20_,1.272,1.2748,1.2699,1.272,-0.02%
2013_11_19_,1.2721,1.2735,1.2711,1.2722,-0.01%
2013_11_18_,1.2758,1.277,1.2715,1.2723,-0.03%
2013_11_15_,1.2725,1.2738,1.2717,1.2727,0.01%
2013_11_14_,1.2716,1.2746,1.2714,1.2726,0.05%
2013_11_13_,1.2724,1.2739,1.2714,1.272,-0.03%
2013_11_12_,1.2728,1.2739,1.2711,1.2724,-0.03%
2013_11_11_,1.2657,1.2737,1.2657,1.2728,-0.01%
2013_11_8_,1.2726,1.2737,1.2685,1.2729,0.03%
2013_11_7_,1.2724,1.2744,1.2616,1.2725,0.01%
2013_11_6_,1.2712,1.2737,1.2705,1.2724,0.09%
2013_11_5_,1.2712,1.2725,1.27,1.2712,-0.01%
2013_11_4_,1.269,1.272,1.2644,1.2713,0.05%
2013_11_1_,1.2717,1.2729,1.2676,1.2707,-0.07%
2013_10_31_,1.2725,1.2733,1.271,1.2716,-0.06%
2013_10_30_,1.273,1.2744,1.2708,1.2724,-0.04%
2013_10_29_,1.2741,1.2749,1.2719,1.2729,-0.09%
2013_10_28_,1.2747,1.2757,1.2726,1.2741,-0.03%
2013_10_25_,1.2752,1.2758,1.2727,1.2745,-0.05%
2013_10_24_,1.2746,1.2763,1.2736,1.2752,0.04%
2013_10_23_,1.2724,1.2754,1.2721,1.2747,0.18%
2013_10_22_,1.2724,1.2786,1.2713,1.2724,-0.01%
2013_10_21_,1.2702,1.2734,1.2692,1.2725,0.06%
2013_10_18_,1.2713,1.2734,1.2708,1.2717,0.06%
2013_10_17_,1.2708,1.2732,1.2704,1.271,-0.01%
2013_10_16_,1.2705,1.2724,1.2682,1.2711,0.06%
2013_10_15_,1.2699,1.2715,1.2679,1.2703,0.03%
2013_10_14_,1.2656,1.2709,1.2653,1.2699,0.25%
2013_10_11_,1.2682,1.2695,1.2658,1.2667,-0.12%
2013_10_10_,1.267,1.2692,1.2659,1.2682,0.09%
2013_10_9_,1.2671,1.268,1.2655,1.267,0.00%
2013_10_8_,1.2671,1.2682,1.2657,1.267,-0.01%
2013_10_7_,1.2682,1.2689,1.2657,1.2671,-0.01%
2013_10_4_,1.2665,1.27,1.2657,1.2672,0.06%
2013_10_3_,1.267,1.2682,1.2657,1.2665,-0.04%
2013_10_2_,1.267,1.2682,1.2657,1.267,-0.02%
2013_10_1_,1.267,1.268,1.2656,1.2672,0.02%
2013_9_30_,1.2646,1.2682,1.2643,1.267,-0.02%
2013_9_27_,1.2668,1.2688,1.2661,1.2673,0.05%
2013_9_26_,1.2668,1.2682,1.2654,1.2667,-0.01%
2013_9_25_,1.2669,1.268,1.2657,1.2668,0.00%
2013_9_24_,1.2666,1.2678,1.2657,1.2668,-0.01%
2013_9_23_,1.2676,1.2684,1.2654,1.2669,0.00%
2013_9_20_,1.2668,1.2676,1.2653,1.2669,0.02%
2013_9_19_,1.2667,1.2683,1.2658,1.2667,0.01%
2013_9_18_,1.2667,1.2689,1.264,1.2666,-0.01%
2013_9_17_,1.2667,1.2678,1.2658,1.2667,-0.02%
2013_9_16_,1.2741,1.2753,1.2659,1.267,-0.02%
2013_9_13_,1.2676,1.2684,1.2647,1.2672,-0.04%
2013_9_12_,1.2673,1.269,1.2663,1.2677,0.03%
2013_9_11_,1.2673,1.2686,1.2653,1.2673,0.00%
2013_9_10_,1.2672,1.268,1.2656,1.2673,0.02%
2013_9_9_,1.2663,1.2685,1.249,1.267,0.01%
2013_9_6_,1.2672,1.2683,1.2659,1.2669,-0.02%
2013_9_5_,1.2672,1.2686,1.266,1.2672,0.00%
2013_9_4_,1.2671,1.2682,1.2662,1.2672,0.01%
2013_9_3_,1.2672,1.2682,1.2648,1.2671,-0.01%
2013_9_2_,1.2664,1.2688,1.2515,1.2672,-0.04%
2013_8_30_,1.2669,1.2682,1.2653,1.2677,0.08%
2013_8_29_,1.2665,1.2681,1.2651,1.2667,0.02%
2013_8_28_,1.2669,1.2682,1.2653,1.2665,-0.04%
2013_8_27_,1.267,1.2682,1.2658,1.267,-0.01%
2013_8_26_,1.2677,1.2681,1.2659,1.2671,0.00%
2013_8_23_,1.267,1.269,1.2657,1.2671,0.01%
2013_8_22_,1.2665,1.269,1.2656,1.267,0.04%
2013_8_21_,1.2663,1.2685,1.264,1.2665,0.01%
2013_8_20_,1.2665,1.2676,1.265,1.2664,-0.01%
2013_8_19_,1.268,1.269,1.2653,1.2665,-0.09%
2013_8_16_,1.269,1.2694,1.2671,1.2677,-0.11%
2013_8_15_,1.2672,1.2706,1.2669,1.2691,0.15%
2013_8_14_,1.2669,1.2685,1.2659,1.2672,0.03%
2013_8_13_,1.2666,1.2679,1.2648,1.2668,0.02%
2013_8_12_,1.2666,1.2683,1.2646,1.2666,-0.02%
2013_8_9_,1.267,1.2687,1.2658,1.2668,-0.03%
2013_8_8_,1.2677,1.2694,1.2663,1.2672,-0.03%
2013_8_7_,1.2666,1.2687,1.2662,1.2676,0.07%
2013_8_6_,1.2667,1.2683,1.2657,1.2667,-0.01%
2013_8_5_,1.2728,1.273,1.264,1.2668,0.10%
2013_8_2_,1.2652,1.2689,1.2634,1.2655,0.02%
2013_8_1_,1.2654,1.2666,1.2613,1.2652,-0.02%
2013_7_31_,1.2655,1.2686,1.2624,1.2654,-0.01%
2013_7_30_,1.265,1.2661,1.2636,1.2655,0.04%
2013_7_29_,1.266,1.2667,1.2639,1.265,-0.04%
2013_7_26_,1.2642,1.2661,1.2628,1.2655,0.09%
2013_7_25_,1.2638,1.2655,1.263,1.2643,0.06%
2013_7_24_,1.2638,1.2685,1.263,1.2636,-0.02%
2013_7_23_,1.2632,1.2652,1.2616,1.2639,0.06%
2013_7_22_,1.2656,1.2667,1.2624,1.2632,-0.06%
2013_7_19_,1.2632,1.2649,1.2624,1.264,0.05%
2013_7_18_,1.264,1.2649,1.2601,1.2634,-0.04%
2013_7_17_,1.2644,1.2662,1.2595,1.2639,-0.04%
2013_7_16_,1.2644,1.2658,1.262,1.2644,0.00%
2013_7_15_,1.2632,1.2669,1.2614,1.2644,0.04%
2013_7_12_,1.2634,1.2658,1.2601,1.2639,0.01%
2013_7_11_,1.2639,1.2668,1.2632,1.2638,0.00%
2013_7_10_,1.2652,1.2677,1.2605,1.2638,-0.10%
2013_7_9_,1.2642,1.2667,1.2635,1.2651,0.09%
2013_7_8_,1.2626,1.2653,1.2477,1.264,-0.07%
2013_7_5_,1.2657,1.2666,1.2592,1.2649,-0.07%
2013_7_4_,1.2648,1.2668,1.2638,1.2658,0.07%
2013_7_3_,1.2644,1.266,1.263,1.2649,0.04%
2013_7_2_,1.2646,1.2659,1.2631,1.2644,-0.02%
2013_7_1_,1.263,1.2657,1.263,1.2646,0.11%
2013_6_28_,1.2614,1.265,1.2612,1.2632,0.13%
2013_6_27_,1.2624,1.263,1.2582,1.2615,-0.07%
2013_6_26_,1.2626,1.2634,1.2609,1.2624,-0.02%
2013_6_25_,1.2632,1.2635,1.26,1.2626,-0.05%
2013_6_24_,1.2629,1.2643,1.2588,1.2632,-0.13%
2013_6_21_,1.2649,1.2664,1.2615,1.2648,-0.02%
2013_6_20_,1.2663,1.2672,1.2629,1.265,-0.10%
2013_6_19_,1.2659,1.2672,1.2636,1.2663,0.03%
2013_6_18_,1.2669,1.2676,1.2645,1.2659,-0.09%
2013_6_17_,1.2667,1.268,1.2632,1.2671,0.13%
2013_6_14_,1.2652,1.267,1.2644,1.2655,0.02%
2013_6_13_,1.2656,1.2677,1.2633,1.2652,-0.04%
2013_6_12_,1.2662,1.267,1.2644,1.2657,-0.04%
2013_6_11_,1.2661,1.2674,1.2648,1.2662,0.02%
2013_6_10_,1.2636,1.2672,1.2627,1.266,0.06%
2013_6_7_,1.2647,1.267,1.2629,1.2652,0.03%
2013_6_6_,1.2661,1.2673,1.2635,1.2648,-0.14%
2013_6_5_,1.2657,1.2694,1.2653,1.2666,0.06%
2013_6_4_,1.266,1.2679,1.265,1.2658,-0.02%
2013_6_3_,1.2656,1.2676,1.2648,1.2661,0.07%
2013_5_31_,1.2665,1.2671,1.2636,1.2652,-0.10%
2013_5_30_,1.2673,1.2683,1.2652,1.2665,-0.06%
2013_5_29_,1.268,1.2695,1.2652,1.2673,-0.04%
2013_5_28_,1.2686,1.2694,1.2669,1.2678,-0.07%
2013_5_27_,1.2638,1.269,1.262,1.2687,0.22%
2013_5_24_,1.2648,1.2675,1.2648,1.2659,0.09%
2013_5_23_,1.2657,1.2668,1.264,1.2648,-0.05%
2013_5_22_,1.265,1.2675,1.2637,1.2654,0.03%
2013_5_21_,1.2649,1.2668,1.2635,1.265,0.02%
2013_5_20_,1.2642,1.2662,1.2591,1.2648,0.01%
2013_5_17_,1.2625,1.2652,1.2619,1.2647,0.17%
2013_5_16_,1.2628,1.2645,1.2613,1.2625,-0.02%
2013_5_15_,1.2635,1.2643,1.2612,1.2628,-0.06%
2013_5_14_,1.2623,1.2649,1.2621,1.2635,0.09%
2013_5_13_,1.2609,1.264,1.2606,1.2624,-0.14%
2013_5_10_,1.2653,1.2666,1.2625,1.2642,-0.08%
2013_5_9_,1.2669,1.267,1.2632,1.2652,-0.13%
2013_5_8_,1.2609,1.2669,1.2604,1.2669,0.47%
2013_5_7_,1.258,1.2622,1.2576,1.261,0.23%
2013_5_6_,1.2606,1.2625,1.2542,1.2581,-0.19%
2013_5_3_,1.2606,1.2618,1.2567,1.2605,-0.01%
2013_5_2_,1.2585,1.2621,1.2575,1.2606,0.16%
2013_5_1_,1.2586,1.2599,1.2572,1.2586,0.00%
2013_4_30_,1.2587,1.2603,1.2578,1.2586,-0.02%
2013_4_29_,1.2605,1.2618,1.258,1.2589,-0.02%
2013_4_26_,1.2579,1.2609,1.2529,1.2592,0.10%
2013_4_25_,1.2564,1.2594,1.2562,1.258,0.12%
2013_4_24_,1.2566,1.2578,1.254,1.2565,-0.02%
2013_4_23_,1.2554,1.2584,1.2531,1.2567,0.10%
2013_4_22_,1.2539,1.2582,1.2537,1.2554,-0.09%
2013_4_19_,1.2498,1.2578,1.2497,1.2565,0.53%
2013_4_18_,1.2577,1.2584,1.2494,1.2499,-0.60%
2013_4_17_,1.2555,1.2589,1.255,1.2575,0.16%
2013_4_16_,1.2548,1.2572,1.2538,1.2555,0.06%
2013_4_15_,1.2521,1.2591,1.249,1.2547,0.11%
2013_4_12_,1.2531,1.2552,1.2521,1.2533,0.02%
2013_4_11_,1.2524,1.254,1.2515,1.253,0.04%
2013_4_10_,1.2517,1.2543,1.2511,1.2525,0.06%
2013_4_9_,1.2522,1.2532,1.2505,1.2517,-0.05%
2013_4_8_,1.259,1.2597,1.2503,1.2523,0.02%
2013_4_5_,1.2517,1.2552,1.2508,1.2521,0.02%
2013_4_4_,1.2517,1.2533,1.2496,1.2518,0.01%
2013_4_3_,1.2523,1.253,1.2508,1.2517,-0.04%
2013_4_2_,1.253,1.2558,1.2508,1.2522,-0.06%
2013_4_1_,1.2488,1.2548,1.2455,1.253,0.28%
2013_3_29_,1.249,1.2512,1.2472,1.2495,0.03%
2013_3_28_,1.2488,1.2505,1.2481,1.2491,0.02%
2013_3_27_,1.2496,1.2504,1.2481,1.2488,-0.05%
2013_3_26_,1.2497,1.2507,1.2474,1.2494,-0.03%
2013_3_25_,1.2567,1.2592,1.2484,1.2498,0.02%
2013_3_22_,1.2492,1.2508,1.2484,1.2496,0.03%
2013_3_21_,1.2493,1.2507,1.2473,1.2492,-0.02%
2013_3_20_,1.2492,1.2516,1.2483,1.2494,0.02%
2013_3_19_,1.2486,1.2504,1.2473,1.2491,0.04%
2013_3_18_,1.2328,1.2506,1.2311,1.2486,-0.05%
2013_3_15_,1.2481,1.2507,1.2472,1.2492,0.09%
2013_3_14_,1.2485,1.2494,1.2466,1.2481,-0.02%
2013_3_13_,1.248,1.2495,1.2471,1.2484,0.02%
2013_3_12_,1.2479,1.2492,1.2467,1.2481,0.03%
2013_3_11_,1.2364,1.2505,1.2361,1.2477,-0.06%
2013_3_8_,1.2464,1.2492,1.2447,1.2485,0.15%
2013_3_7_,1.247,1.2486,1.2456,1.2466,-0.03%
2013_3_6_,1.2467,1.2485,1.2462,1.247,0.02%
2013_3_5_,1.2459,1.248,1.2451,1.2468,0.07%
2013_3_4_,1.2461,1.2473,1.2439,1.2459,-0.03%
2013_3_1_,1.2461,1.2476,1.2451,1.2463,0.02%
2013_2_28_,1.2457,1.2477,1.2447,1.2461,0.02%
2013_2_27_,1.2457,1.247,1.2446,1.2459,0.02%
2013_2_26_,1.2448,1.247,1.2437,1.2456,0.03%
2013_2_25_,1.2462,1.2487,1.2247,1.2452,0.06%
2013_2_22_,1.243,1.2454,1.2416,1.2445,0.12%
2013_2_21_,1.2426,1.2441,1.2267,1.243,0.02%
2013_2_20_,1.2422,1.2443,1.2412,1.2427,0.04%
2013_2_19_,1.2413,1.2436,1.2408,1.2422,0.07%
2013_2_18_,1.245,1.2457,1.241,1.2413,-0.25%
2013_2_15_,1.2437,1.2456,1.2429,1.2444,0.06%
2013_2_14_,1.2443,1.2453,1.243,1.2437,-0.05%
2013_2_13_,1.2443,1.2454,1.2424,1.2443,0.00%
2013_2_12_,1.2438,1.2455,1.243,1.2443,0.04%
2013_2_11_,1.2402,1.2453,1.2401,1.2438,-0.03%
2013_2_8_,1.2438,1.2466,1.2427,1.2442,0.03%
2013_2_7_,1.2448,1.2457,1.2421,1.2438,-0.08%
2013_2_6_,1.2454,1.2455,1.243,1.2448,-0.05%
2013_2_5_,1.2443,1.2459,1.2433,1.2454,0.09%
2013_2_4_,1.2465,1.2465,1.243,1.2443,-0.08%
2013_2_1_,1.247,1.2478,1.2444,1.2453,-0.14%
2013_1_31_,1.247,1.2486,1.2464,1.247,0.00%
2013_1_30_,1.2468,1.2484,1.2462,1.247,0.02%
2013_1_29_,1.2465,1.2476,1.2448,1.2468,0.02%
2013_1_28_,1.2497,1.2502,1.2455,1.2465,0.01%
2013_1_25_,1.2465,1.2479,1.2455,1.2464,-0.01%
2013_1_24_,1.2467,1.2496,1.2453,1.2465,-0.02%
2013_1_23_,1.2462,1.2482,1.2453,1.2467,0.04%
2013_1_22_,1.2455,1.2486,1.245,1.2462,0.06%
2013_1_21_,1.2442,1.2472,1.2427,1.2455,-0.16%
2013_1_18_,1.2465,1.2488,1.2462,1.2475,0.08%
2013_1_17_,1.247,1.2484,1.2458,1.2465,-0.04%
2013_1_16_,1.2479,1.2486,1.2457,1.247,-0.07%
2013_1_15_,1.2463,1.2488,1.2462,1.2479,0.13%
